paper_id,paper,研究创新性,研究创新性_std,现状洞察度,现状洞察度_std,理论建构力,理论建构力_std,逻辑连贯性,逻辑连贯性_std,学术共识度,学术共识度_std,前瞻延展性,前瞻延展性_std,ccb_score,round1_avg_std,round2_avg_std
390,raw/fullpaper/0390-中国法学-2017-3-我国环境公益诉讼制度的建构问题与解决对策-罗丽-北京理工大学法学院.pdf,44.0,3.46,63.5,2.96,58.0,5.87,75.75,2.86,78.5,2.87,64.25,7.19,58.53,11.0,4.85
391,raw/fullpaper/0391-中国法学-2018-4-我国电子商务法调整的社会关系范围-刘颖-暨南大学法学院.pdf,57.0,15.31,59.5,25.14,64.0,14.51,77.75,1.79,82.25,4.38,77.25,5.07,66.71,24.85,12.77
392,raw/fullpaper/0392-中国法学-2017-4-我国监察体制改革若干问题思考-陈光中-国家2011计划司法文明协同创新中心.pdf,39.5,7.3,46.0,8.6,46.25,10.23,79.0,4.58,67.5,7.63,70.75,4.66,51.51,19.23,8.27
393,raw/fullpaper/0393-中国法学-2023-6-我国立法权的内在构成及其配置原理的完善-杨登峰-东南大学法学院.pdf,79.75,4.82,74.0,3.67,87.75,9.18,83.75,3.42,84.25,1.48,82.25,1.79,85.75,13.85,4.68
394,raw/fullpaper/0394-中国法学-2015-6-我国第三人撤销之诉的实践运行研究-郑金玉-河南大学法学院.pdf,65.75,21.29,71.0,9.92,76.0,5.34,80.75,5.17,83.75,2.17,69.5,6.54,75.32,24.42,9.72
395,"raw/fullpaper/0395-中国法学-2020-4-我国继承制度的完善与规则适用-杨立新-中国人民大学法学院,中国人民大学民商事法律科学研究中心.pdf",35.0,0.0,45.75,14.89,34.25,3.77,68.5,7.89,55.75,7.19,52.5,25.36,45.28,20.28,11.37
396,raw/fullpaper/0396-中国法学-2024-2-我国继承法自主知识体系的守正与创新-马新彦-吉林大学法学院.pdf,59.75,10.85,60.5,29.37,74.75,6.76,81.25,1.92,84.25,1.3,76.75,4.92,70.63,19.9,10.6
397,raw/fullpaper/0397-中国法学-2015-1-我国网络信息的政府治理机制研究-尹建国-华中科技大学法学院.pdf,33.5,3.2,56.75,16.02,65.0,6.28,76.5,6.1,76.75,3.7,63.25,5.8,54.65,19.72,7.92
398,raw/fullpaper/0398-中国法学-2018-3-我国网络法治的经验与启示-徐汉明-中南财经政法大学法治发展与司法改革研究中心.pdf,26.25,6.5,35.75,21.66,38.0,7.71,55.0,10.46,45.0,7.07,79.5,6.18,37.32,17.88,11.47
399,raw/fullpaper/0399-中国法学-2021-4-我国行政法法典编纂的程序主义进路选择-王万华-中国政法大学诉讼法学研究院.pdf,80.25,3.96,71.75,6.02,79.25,4.87,88.75,2.59,89.0,1.0,72.5,7.63,83.07,11.53,5.02
400,raw/fullpaper/0400-中国法学-2023-2-我国行政给付义务类型化及其法律拘束-胡敏洁-浙江大学光华法学院.pdf,56.0,16.25,70.0,3.81,72.0,3.74,82.5,2.87,81.75,2.49,67.5,7.5,71.35,14.02,7.07
401,raw/fullpaper/0401-中国法学-2023-3-我国证券集体诉讼的制度创制与初步实践研究-焦津洪-中国证监会.pdf,50.75,19.73,82.0,3.08,53.25,8.61,86.75,5.8,70.5,13.52,73.75,10.64,70.01,17.58,11.82
402,raw/fullpaper/0402-中国法学-2017-2-我国证券集团诉讼的模式选择与制度重构-章武生-复旦大学法学院.pdf,61.0,7.97,43.25,18.18,45.75,3.77,79.5,4.56,85.0,4.3,60.5,3.64,58.49,15.93,8.17
403,raw/fullpaper/0403-中国法学-2024-6-我国轻罪案件的程序实践检讨-张栋-华东政法大学刑事法学院.pdf,81.0,7.28,74.75,6.3,59.25,4.38,82.0,7.04,78.5,5.22,79.5,4.15,78.93,14.65,6.62
404,raw/fullpaper/0404-中国法学-2023-5-我国逮捕与羁押制度改革若干问题探讨-陈光中-中国政法大学.pdf,73.75,12.21,70.0,6.78,67.5,13.16,76.25,4.15,84.25,2.49,74.75,5.97,75.35,16.9,8.62
405,raw/fullpaper/0405-中国法学-2019-5-我国逮捕制度改革检讨-刘计划-中国人民大学刑事法律科学研究中心.pdf,61.25,21.49,64.25,7.01,61.5,11.86,77.75,4.6,70.25,8.98,62.75,25.9,68.88,26.55,15.37
406,raw/fullpaper/0406-中国法学-2023-4-我国金融机构股东加重责任的扩张与规范-赖虹宇-西南财经大学法学院.pdf,76.25,15.3,86.5,2.06,60.0,10.3,86.0,1.22,83.25,2.38,79.5,2.6,81.09,11.98,6.53
407,raw/fullpaper/0407-中国法学-2020-5-我国飞跃上诉的制度构建_兼论有限三审制的改革路径-方斯远-暨南大学法学院_知识产权学院.pdf,82.75,3.96,83.5,2.6,85.75,2.49,87.75,1.79,87.75,1.79,82.25,1.79,89.63,8.85,2.8
408,raw/fullpaper/0408-中国法学-2015-3-我国食品安全责任强制保险的法律构造研究-于海纯-对外经济贸易大学法学院.pdf,38.0,3.08,72.5,4.39,60.25,14.6,80.5,3.2,89.0,4.64,82.5,4.33,60.04,14.58,6.62
409,raw/fullpaper/0409-中国法学-2023-5-执行价款分配模式转型之辨-陈杭平-清华大学法学院.pdf,86.5,1.5,87.25,3.11,79.25,2.95,89.25,1.64,85.25,2.17,78.5,0.87,89.04,9.72,2.35
410,raw/fullpaper/0410-中国法学-2020-1-执行时效期间的再改革-霍海红-浙江大学光华法学院.pdf,67.75,15.3,75.0,2.24,55.0,18.43,85.75,2.49,86.75,1.3,77.0,5.39,74.44,14.58,8.7
411,raw/fullpaper/0411-中国法学-2018-4-承包地三权分置的法律表达-高圣平-中国人民大学民商事法律科学研究中心.pdf,66.75,18.55,81.25,1.92,80.75,9.42,87.0,2.12,86.5,2.96,61.25,2.59,80.4,12.8,7.22
412,raw/fullpaper/0412-中国法学-2023-3-投资者保护基金先行赔付制度的反思与重构-袁康-武汉大学法学院.pdf,78.75,9.6,74.5,1.5,68.5,7.89,87.5,5.72,85.0,3.0,80.5,1.66,83.0,14.9,5.65
413,raw/fullpaper/0413-中国法学-2017-6-抢劫罪与敲诈勒索罪之界分_基于被害人的处分自由-车浩-北京大学法学院.pdf,81.0,5.34,84.0,2.92,87.0,2.12,93.0,2.12,90.25,3.03,68.5,6.06,88.59,10.28,4.15
414,raw/fullpaper/0414-中国法学-2016-1-担保物权司法解释起草中的重大争议问题-高圣平-中国人民大学民商事法律科学研究中心.pdf,56.25,18.95,67.5,25.26,63.0,7.38,71.0,9.3,81.75,2.28,71.25,4.15,66.56,19.58,12.95
415,raw/fullpaper/0415-中国法学-2016-3-指定居所监视居住实施问题的解释论分析-程雷-中国人民大学刑事法律科学研究中心.pdf,75.25,9.26,77.25,3.96,61.75,4.09,86.25,3.03,84.75,0.83,74.5,4.56,78.93,15.23,4.97
416,raw/fullpaper/0416-中国法学-2015-1-指导性案例法源地位再反思-雷磊-中国政法大学法理学研究所.pdf,75.0,17.32,77.5,6.58,81.0,4.06,89.0,0.71,87.25,1.3,79.25,4.38,82.94,14.97,6.62
417,raw/fullpaper/0417-中国法学-2018-5-损害救济新旧法适用选择的过渡法规则-刘国乾-云南大学法学院.pdf,60.0,17.2,75.5,5.72,84.25,1.3,86.5,5.17,84.0,1.22,73.0,2.12,77.16,15.62,6.3
418,raw/fullpaper/0418-中国法学-2024-4-控制性详细规划的法律定位及控制-李泠烨-上海师范大学哲学与法政学院.pdf,77.0,14.44,82.5,1.5,84.5,7.26,89.75,2.05,78.5,16.45,82.25,1.79,87.62,12.7,8.38
419,raw/fullpaper/0419-中国法学-2022-6-推进中国式法治现代化 构建人类法治文明新形态——对党的二十大报告的法治要义阐释-黄文艺-中国人民大学法学院.pdf,31.25,2.17,38.75,16.35,43.75,2.17,57.25,10.52,55.0,12.75,36.25,8.93,41.34,18.55,10.17
420,raw/fullpaper/0420-中国法学-2016-2-提高民事诉讼证明标准的理论反思-霍海红-吉林大学法学院.pdf,76.0,13.91,85.5,1.5,52.25,12.77,89.75,2.86,78.75,5.54,78.75,5.63,80.28,13.27,8.13
421,raw/fullpaper/0421-中国法学-2016-3-政府信息公开的宪法逻辑-秦小建-中南财经政法大学.pdf,72.75,17.78,64.5,26.55,77.75,6.1,90.5,3.64,87.5,0.87,76.25,3.03,78.87,17.93,11.15
422,raw/fullpaper/0422-中国法学-2017-4-政府规制中的信用工具研究-王瑞雪-南开大学法学院.pdf,45.75,7.36,76.5,8.17,65.5,8.26,85.0,2.12,80.75,5.17,66.75,3.7,65.71,16.13,6.68
423,raw/fullpaper/0423-中国法学-2017-3-敌意收购的法律立场-傅穹-吉林大学法学院.pdf,64.25,16.93,86.5,5.17,62.5,7.63,82.0,2.55,84.25,1.3,75.0,6.28,76.35,13.68,7.68
424,raw/fullpaper/0424-中国法学-2025-2-敏感个人信息保护制度的解释性重构-丁晓东-中国人民大学法学院.pdf,77.5,4.82,84.5,3.64,66.5,8.2,80.75,3.27,87.0,1.22,74.0,5.1,80.97,11.98,5.07
425,raw/fullpaper/0425-中国法学-2024-4-教育法法典化的规范选择-管华-广西大学法学院.pdf,64.5,17.1,85.5,4.56,80.5,8.29,88.75,2.17,74.5,13.68,70.75,8.32,75.0,16.13,10.42
426,raw/fullpaper/0426-中国法学-2024-3-数字丝绸之路跨国法律秩序的建构与完善-彭岳-南京大学法学院.pdf,69.25,14.8,80.0,1.41,82.0,5.79,84.5,4.27,78.25,2.49,76.25,3.03,80.62,11.67,6.12
427,raw/fullpaper/0427-中国法学-2024-3-数字人权原则司法适用的逻辑展开-高一飞-浙江工商大学法学院.pdf,54.75,24.77,74.5,4.56,76.75,3.7,76.75,5.26,73.0,18.01,64.25,2.59,71.46,15.98,11.35
428,raw/fullpaper/0428-中国法学-2024-1-数字人身同一认定的技术力量与规制-李学军-中国人民大学法学院.pdf,64.0,10.32,72.0,3.74,68.5,12.68,84.25,3.77,84.5,1.5,72.5,2.87,74.44,14.58,6.68
429,raw/fullpaper/0429-中国法学-2023-6-数字化时代国际贸易协定中的文化条款-时业伟-北京师范大学法学院.pdf,50.0,14.82,58.5,11.28,42.75,3.96,69.25,4.38,73.0,5.43,68.0,9.72,55.25,18.02,9.55
430,raw/fullpaper/0430-中国法学-2021-3-数字化行政方式的权力正当性检视-展鹏贺-湖南大学法学院.pdf,71.25,23.91,70.75,4.87,71.75,10.8,86.75,3.03,85.25,2.17,77.0,2.12,77.87,15.9,9.02
431,raw/fullpaper/0431-中国法学-2023-4-数字时代个人信用权的构造与规制-冉克平-武汉大学法学院.pdf,56.75,20.17,78.5,11.84,81.0,7.97,87.5,3.57,86.0,1.22,49.25,11.9,75.38,16.95,10.9
432,raw/fullpaper/0432-中国法学-2024-4-数字时代科学立法的法理研究-金梦-华东政法大学法律学院.pdf,37.5,4.33,72.5,5.72,30.0,11.05,79.0,4.58,59.75,15.07,69.25,2.59,54.18,15.2,8.35
433,raw/fullpaper/0433-中国法学-2023-2-数字时代隐私权的社会理论重构-余成峰-北京航空航天大学法学院.pdf,73.0,9.0,79.5,1.66,76.75,3.7,86.0,4.69,86.5,1.5,76.5,3.35,81.25,11.15,4.6
434,raw/fullpaper/0434-中国法学-2023-1-数字法学的前提性命题与核心范式-彭诚信-上海交通大学凯原法学院.pdf,56.25,2.17,76.75,3.42,76.75,3.42,85.25,4.55,85.25,0.43,66.75,4.66,74.51,16.6,3.58
435,raw/fullpaper/0435-中国法学-2022-3-数字法学的理论表达-马长山-华东政法大学.pdf,34.25,6.26,82.75,6.38,56.25,31.36,82.75,6.3,74.0,7.07,81.25,4.15,60.96,14.68,11.85
436,raw/fullpaper/0436-中国法学-2025-1-数字法学范畴体系的分层结构与逻辑展开-任颖-广东外语外贸大学法学院.pdf,31.25,5.45,58.0,10.68,85.25,8.17,82.5,2.87,79.75,3.34,62.0,3.74,59.13,13.33,6.58
437,raw/fullpaper/0437-中国法学-2022-4-数字法学视野下的网络空间治理-何邦武-南京航空航天大学人文与社会科学学院.pdf,50.0,11.18,68.0,4.3,40.5,0.87,76.0,6.16,72.75,4.97,64.5,4.77,58.68,15.17,6.2
438,raw/fullpaper/0438-中国法学-2023-1-数字经济时代我国数据犯罪刑法规制的挑战与应对-杨志琼-东南大学法学院.pdf,79.5,5.72,79.0,3.67,82.5,7.63,83.25,5.26,81.25,2.59,82.0,2.55,85.79,14.12,5.27
439,raw/fullpaper/0439-中国法学-2024-5-数字财产权对传统财产权理论的重构-孙建伟-上海市法学会研究部.pdf,40.0,10.61,54.0,13.47,55.5,11.08,81.0,3.67,78.0,3.67,73.75,5.85,55.68,14.9,9.3
440,raw/fullpaper/0440-中国法学-2023-4-数字金融公平价值的实现路径研究-靳文辉-重庆大学法学院.pdf,58.25,9.04,83.25,6.76,55.75,5.12,80.0,3.81,79.0,1.73,56.75,3.03,70.81,13.5,5.67
441,raw/fullpaper/0441-中国法学-2025-1-数据产权登记的基本问题研究-孙莹-西南政法大学民商法学院.pdf,69.75,11.97,86.5,1.5,88.25,2.49,91.25,3.77,87.75,1.79,76.5,2.6,85.01,14.25,4.63
442,raw/fullpaper/0442-中国法学-2021-2-数据爬取的正当性及其边界-许可-对外经济贸易大学法学院.pdf,84.25,7.5,72.25,8.32,90.0,1.41,86.25,1.3,85.0,2.12,82.5,2.5,87.91,16.92,4.45
443,raw/fullpaper/0443-中国法学-2022-4-数据科技伦理法律化问题探究-黎四奇-湖南大学法学院.pdf,32.5,2.5,49.5,19.19,42.5,1.8,67.0,3.0,60.25,11.67,60.0,3.81,46.38,14.67,8.1
444,raw/fullpaper/0444-中国法学-2022-4-数据财产的权利架构与规则展开-沈健州-清华大学法学院.pdf,74.25,7.5,87.75,1.79,85.0,2.12,88.0,0.0,79.5,12.44,75.5,4.77,85.56,11.1,5.52
445,raw/fullpaper/0445-中国法学-2024-4-数据资产入表的法律配置-张素华-武汉大学法学院.pdf,50.5,17.27,74.75,9.26,82.0,3.74,82.75,3.11,72.75,8.7,78.25,4.09,72.35,15.85,8.87
446,raw/fullpaper/0446-中国法学-2022-1-数智化社会的法律调控-齐延平-北京理工大学法学院.pdf,49.25,14.29,76.5,7.53,62.0,9.46,85.5,2.6,64.0,19.9,83.75,2.17,66.44,18.38,10.77
447,raw/fullpaper/0447-中国法学-2021-2-整体主义视角下公司法的理念调适与体系重塑-冯果-武汉大学法学院.pdf,49.5,12.38,78.5,3.91,71.0,5.74,82.75,3.11,84.5,1.5,79.5,3.64,67.94,16.55,5.82
448,raw/fullpaper/0448-中国法学-2025-1-文化法治体系的法理意蕴与实践展开-杨清望-中南大学法学院.pdf,33.25,2.05,55.5,7.26,43.0,4.12,51.75,2.05,64.0,12.79,72.5,4.33,44.56,11.13,6.3
449,raw/fullpaper/0449-中国法学-2024-5-文明转型中权利概念的历史场域与理论范式-张恒山-天津大学法学院.pdf,56.5,11.8,84.0,2.12,55.5,11.32,76.25,3.03,79.0,1.73,71.75,4.09,70.44,13.65,6.55
450,raw/fullpaper/0450-中国法学-2022-3-新一代法律智能系统的逻辑推理和论证说理-刘东亮-西安交通大学法学院.pdf,66.75,13.1,70.5,7.92,63.75,10.69,83.75,1.79,78.75,5.45,75.75,2.49,74.1,15.25,7.97
451,raw/fullpaper/0451-中国法学-2019-5-新中国国际法学70年_历程、贡献与发展方向-杨泽伟-武汉大学国际法研究所.pdf,35.0,0.0,55.0,10.0,31.25,12.44,52.5,2.5,68.5,9.23,65.25,8.7,43.16,17.88,8.25
452,raw/fullpaper/0452-中国法学-2020-2-新出土金文所见西周罚金刑研究-雷安军-重庆大学法学院.pdf,80.25,5.21,79.0,1.73,61.25,13.86,79.75,4.49,78.0,4.9,63.25,5.36,79.49,17.52,6.85
453,raw/fullpaper/0453-中国法学-2024-5-新就业形态法律关系认定规则-娄宇-中国政法大学民商经济法学院.pdf,73.75,14.31,81.25,4.15,80.0,8.92,82.75,3.96,89.0,1.73,80.75,2.95,83.74,11.98,6.93
454,raw/fullpaper/0454-中国法学-2019-1-新时代_德法合治_方略的哲理思考-龙大轩-西南政法大学.pdf,32.5,4.33,55.5,11.32,46.25,3.03,66.5,1.5,55.75,11.69,47.5,10.31,48.34,14.65,8.12
455,raw/fullpaper/0455-中国法学-2023-1-新时代中国国际法理论的发展-何志鹏-吉林大学理论法学研究中心、法学院.pdf,31.25,2.17,60.25,15.91,40.0,3.54,65.5,8.29,62.0,7.04,66.0,7.97,47.68,15.63,8.65
456,raw/fullpaper/0456-中国法学-2018-3-新时代中国法治现代化的战略安排-公丕祥-南京师范大学法学院.pdf,30.0,0.0,20.0,11.73,37.5,2.5,60.5,8.56,36.25,5.45,39.25,4.38,36.15,9.37,6.28
457,raw/fullpaper/0457-中国法学-2017-6-新时代全面依法治国的思想、方略和实践-张文显-中国法学会.pdf,27.5,2.5,10.0,10.61,33.75,2.17,63.75,7.4,35.0,6.12,43.75,17.46,33.01,17.32,8.9
458,raw/fullpaper/0458-中国法学-2018-5-新时代发展权救济的法理审思-蒋银华-广州大学法学院.pdf,54.5,15.72,70.0,15.15,72.25,10.21,81.75,5.63,76.75,6.46,65.75,2.49,70.69,19.85,10.73
459,raw/fullpaper/0459-中国法学-2023-3-新时代司法改革的逻辑展开与路径思考-丁亮华-中南大学法学院.pdf,42.25,4.55,61.75,7.19,40.5,5.32,78.75,3.27,64.75,14.69,69.75,10.64,55.12,14.92,8.8
460,raw/fullpaper/0460-中国法学-2024-3-新时代国家安全法学论纲-李翔-华东政法大学刑事法学院、国家安全研究院.pdf,31.25,2.17,78.75,4.66,44.0,5.34,70.0,17.87,57.5,13.9,79.0,1.0,53.79,15.13,8.67
461,raw/fullpaper/0461-中国法学-2019-3-新时代坚定不移走中国特色社会主义法治道路-李林-中国社会科学院法学研究所.pdf,28.75,2.17,21.25,6.5,38.75,2.17,57.5,2.5,37.5,4.33,40.0,7.91,35.51,13.7,4.92
462,raw/fullpaper/0462-中国法学-2019-4-新时代政法改革论纲-黄文艺-中国人民大学法学院.pdf,27.5,5.59,35.25,13.44,41.25,4.15,69.0,3.67,60.5,15.27,46.25,8.93,41.51,16.33,9.82
463,raw/fullpaper/0463-中国法学-2019-6-新时代检察权的定位、特征与发展趋向-苗生明-最高人民检察院第一检察厅.pdf,32.5,2.5,63.25,26.81,47.0,4.12,82.5,3.57,75.0,6.28,72.5,4.33,54.06,15.35,9.18
464,raw/fullpaper/0464-中国法学-2024-2-新时代能动司法的倡导与回应型司法的构建-顾培东-四川大学法学院.pdf,32.5,2.5,61.25,24.08,47.0,3.0,79.75,4.82,79.25,3.27,56.75,7.69,52.94,13.37,8.75
465,raw/fullpaper/0465-中国法学-2023-1-新科技时代的法学基本范畴_挑战与回应-雷磊-中国政法大学法学院.pdf,71.0,18.36,82.25,2.68,69.25,8.32,89.25,2.59,85.5,1.5,79.0,1.0,80.63,11.52,6.63
466,raw/fullpaper/0466-中国法学-2019-5-智慧社会背景下的_第四代人权_及其保障-马长山-华东政法大学.pdf,33.75,4.15,41.75,23.65,61.5,7.79,80.0,7.04,80.75,2.59,64.25,17.3,51.41,17.42,12.03
467,raw/fullpaper/0467-中国法学-2016-6-最高人民检察院司法解释研究-孙谦-最高人民检察院.pdf,26.0,4.0,49.0,18.18,28.75,8.2,73.0,6.67,52.5,8.29,72.75,5.72,42.96,16.05,9.83
468,raw/fullpaper/0468-中国法学-2019-2-有限公司股东清算义务人地位质疑-梁上上-清华大学.pdf,81.5,5.22,60.5,6.95,53.0,13.21,80.25,2.86,75.75,12.93,60.75,24.77,74.24,20.75,12.68
469,raw/fullpaper/0469-中国法学-2022-3-未成年人违警行为的提出与立法辨证-姚建龙-上海社会科学院法学研究所.pdf,84.25,8.73,79.25,2.95,73.0,2.12,85.75,3.77,85.75,1.48,77.0,3.0,84.44,12.15,4.23
470,raw/fullpaper/0470-中国法学-2020-1-机关运行保障的立法逻辑-湛中乐-北京大学法学院.pdf,32.5,5.59,43.0,17.59,68.25,4.6,78.75,2.59,82.0,4.12,64.75,1.79,52.16,15.4,7.0
471,raw/fullpaper/0471-中国法学-2016-3-机动车自愿责任险排除连带赔偿责任-邢海宝-中国人民大学民商事法律科学研究中心.pdf,75.75,12.91,74.0,3.67,56.0,14.35,85.5,4.82,85.5,2.87,58.0,5.87,76.15,13.17,8.57
472,raw/fullpaper/0472-中国法学-2018-1-权力挂起_行政组织法的新变式？-熊樟林-东南大学法学院.pdf,76.25,3.63,50.0,28.01,60.5,9.91,84.75,4.09,80.0,2.45,68.0,7.71,72.29,19.52,10.72
473,raw/fullpaper/0473-中国法学-2017-3-构建我国行政审判_参照_惯例制度-柳砚涛-山东大学法学院.pdf,69.25,2.95,77.5,6.18,76.75,3.7,81.5,2.96,71.25,17.08,80.5,0.87,75.0,15.68,6.48
474,raw/fullpaper/0474-中国法学-2021-5-构建认定行政违法前置的行政犯追诉启动模式-张泽涛-广州大学法学院.pdf,64.5,15.44,51.75,30.4,71.5,12.54,85.25,4.55,83.25,3.03,41.5,12.54,69.62,24.57,15.12
475,raw/fullpaper/0475-中国法学-2015-6-标准必要专利反垄断诉讼问题研究-王晓晔-湖南大学法学院.pdf,69.25,5.63,78.0,6.48,57.0,7.65,85.25,4.55,82.25,2.68,76.25,5.85,75.91,15.08,6.33
476,raw/fullpaper/0476-中国法学-2024-2-核定征收适用范围的延展及其反思-侯卓-中南财经政法大学法学院.pdf,75.0,12.43,75.25,4.55,80.0,7.65,85.25,4.32,83.75,1.79,81.0,1.73,83.35,13.2,6.27
477,raw/fullpaper/0477-中国法学-2015-3-核心国际人权条约缔约国报告制度_困境与出路-尹生-中南财经政法大学法学院.pdf,31.25,2.17,45.75,1.3,46.25,5.4,71.5,6.84,75.75,8.44,70.5,3.64,46.78,16.85,5.33
478,raw/fullpaper/0478-中国法学-2015-1-检察官办案责任制相关问题研究-龙宗智-四川大学法学院.pdf,65.25,12.03,58.75,34.45,53.25,17.85,84.5,2.87,82.25,1.79,72.5,4.33,69.13,25.43,14.12
479,raw/fullpaper/0479-中国法学-2018-2-检察指导案例效力研究-万春-最高人民检察院法律政策研究室.pdf,31.25,2.17,42.5,9.01,58.75,2.59,76.75,4.09,60.5,5.32,57.25,1.92,49.46,16.52,4.82
480,raw/fullpaper/0480-中国法学-2022-4-检察环境公益诉讼的理论优化与制度完善-陈晓景-河南财经政法大学民商经济法学院.pdf,79.5,1.66,60.0,12.08,73.25,6.98,87.75,3.9,87.75,2.68,83.75,2.17,80.75,15.03,5.68
481,raw/fullpaper/0481-中国法学-2019-3-正当程序原则司法适用的正当性_回归规范立场-蒋红珍-上海交通大学凯原法学院.pdf,75.0,9.35,82.0,0.0,79.5,6.1,83.75,1.79,86.0,1.22,73.0,8.66,82.5,11.23,5.22
482,raw/fullpaper/0482-中国法学-2019-2-正当防卫中的_误判特权_及其边界-陈璇-中国人民大学刑事法律科学研究中心.pdf,75.25,23.25,84.5,2.18,86.5,1.5,91.0,1.0,88.75,2.17,73.25,4.92,86.12,9.18,6.73
483,raw/fullpaper/0483-中国法学-2019-2-正当防卫限度判断的适用难题与改进方案-姜涛-南京师范大学法学院.pdf,70.25,16.15,85.25,0.43,74.5,12.11,81.25,2.59,85.75,2.49,80.25,3.19,82.12,12.38,7.12
484,raw/fullpaper/0484-中国法学-2023-6-正确认识和评价马锡五审判方式-郝铁川-河南大学法学院.pdf,32.5,4.33,74.5,1.5,43.25,2.95,80.0,4.69,65.25,9.42,69.25,4.38,55.46,11.03,5.25
485,raw/fullpaper/0485-中国法学-2015-1-死刑替代措施_一个需要警惕的刑法概念-王志祥-北京师范大学刑事法律科学研究院.pdf,71.25,12.52,78.25,0.83,39.75,7.69,85.25,4.55,72.5,6.18,46.25,21.32,70.63,20.13,10.23
486,raw/fullpaper/0486-中国法学-2021-2-死刑案件量刑阶段的轻刑推定原则-姚莉-中南财经政法大学法学院.pdf,74.5,3.57,91.5,3.77,84.5,1.5,83.5,4.03,87.5,2.87,80.25,1.79,87.38,11.53,3.38
487,raw/fullpaper/0487-中国法学-2018-2-死刑适用的规范论标准-冯军-中国人民大学刑事法律科学研究中心.pdf,77.75,5.31,72.0,9.97,82.75,3.11,83.5,3.84,85.75,5.12,42.0,4.9,80.63,11.28,6.2
488,raw/fullpaper/0488-中国法学-2016-2-比例原则在民法上的适用及展开-郑晓剑-厦门大学法学院.pdf,82.5,4.33,79.0,1.73,78.25,2.49,88.0,1.41,85.75,2.49,78.0,1.41,85.22,9.95,2.67
489,raw/fullpaper/0489-中国法学-2017-5-比例原则的普遍化与基本权利的性质-陈景辉-中国政法大学.pdf,84.25,5.54,88.75,2.59,76.75,7.29,90.5,1.66,86.75,3.03,64.5,7.63,88.46,13.03,5.33
490,raw/fullpaper/0490-中国法学-2022-6-比例原则的法理属性及其私法适用-于柏华-浙江工商大学法学院.pdf,76.5,16.5,85.5,1.5,85.75,2.49,89.25,1.64,87.0,3.32,56.75,9.83,85.25,9.13,6.8
491,raw/fullpaper/0491-中国法学-2021-6-民事二审不开庭审理的反思与修正-段文波-西南政法大学.pdf,81.25,4.66,65.75,4.26,73.5,5.55,81.75,2.49,82.5,4.56,67.0,3.0,79.35,15.43,4.73
492,raw/fullpaper/0492-中国法学-2024-2-民事再审之诉_二阶化构造_的程序重塑-段文波-西南政法大学比较民事诉讼法研究中心.pdf,72.0,11.58,86.5,1.5,85.75,5.12,86.75,3.7,86.25,1.3,67.5,1.8,84.31,10.02,4.82
493,raw/fullpaper/0493-中国法学-2023-2-民事救济规范竞争关系的协调-李世刚-复旦大学法学院.pdf,87.0,2.12,88.5,0.87,73.25,7.85,80.75,2.95,81.25,6.53,77.5,2.5,86.46,9.92,4.38
494,raw/fullpaper/0494-中国法学-2023-1-民事案件事实形成中的方法论命题-王雷-中国政法大学民商经济法学院.pdf,68.0,10.42,83.75,7.29,79.5,4.56,85.75,2.17,85.75,0.43,75.75,2.49,80.91,12.12,5.27
495,raw/fullpaper/0495-中国法学-2022-2-民事禁令程序构建原理-吴英姿-南京大学法学院.pdf,72.5,18.87,85.25,1.79,79.75,6.42,86.25,1.09,85.25,1.79,74.25,4.15,83.01,11.85,6.58
496,raw/fullpaper/0496-中国法学-2016-4-民事证明责任分配的实质性原则-胡东海-中南财经政法大学法学院.pdf,69.0,17.92,85.5,1.5,72.0,13.21,82.75,3.11,74.0,10.3,53.75,2.17,75.0,16.25,9.28
497,raw/fullpaper/0497-中国法学-2018-1-民事诉讼法适用中的证明责任-李浩-南京师范大学法学院.pdf,65.25,10.71,68.0,3.08,72.25,10.64,79.0,6.75,73.5,18.23,48.0,4.95,72.37,20.68,10.47
498,raw/fullpaper/0498-中国法学-2018-1-民事诉讼的社会化-王福华-上海财经大学法学院.pdf,38.75,2.59,78.5,5.22,54.25,13.65,74.75,3.27,82.0,2.83,65.0,2.12,59.31,14.52,5.72
499,raw/fullpaper/0499-中国法学-2020-3-民事诉讼证据失权制度的衰落与重建-吴泽勇-华东师范大学法学院.pdf,85.0,3.54,81.25,2.59,66.5,19.16,82.25,4.21,81.0,3.67,83.0,3.0,85.21,12.77,6.97
500,raw/fullpaper/0500-中国法学-2020-3-民事非法证据排除的规范解释与实务观察-周翠-浙江大学光华法学院.pdf,82.5,6.18,82.25,6.1,86.0,2.12,87.75,1.79,84.75,4.09,81.25,2.59,89.29,10.17,4.38
501,raw/fullpaper/0501-中国法学-2022-6-民刑共治_中国式现代犯罪治理新模式-刘艳红-中国政法大学刑事司法学院.pdf,37.5,4.33,65.25,12.28,52.0,11.16,79.25,5.85,79.5,4.33,56.25,2.17,56.41,15.62,7.73
502,raw/fullpaper/0502-中国法学-2023-1-民刑关系问题重述_基于义务违反的视角-时延安-中国人民大学法学院.pdf,67.5,24.66,86.75,4.55,63.0,22.68,87.0,5.39,83.25,6.61,69.0,3.67,78.82,18.22,13.0
