paper_id,paper,研究创新性,研究创新性_std,现状洞察度,现状洞察度_std,理论建构力,理论建构力_std,逻辑连贯性,逻辑连贯性_std,学术共识度,学术共识度_std,前瞻延展性,前瞻延展性_std,ccb_score,round1_avg_std,round2_avg_std
115,raw/jiaodafaxue/672348923_吴泽勇_2017_交大法学_民事诉讼法理背景下的虚假诉讼规制--以《民事诉讼法》第112条的适用为中心.md,76.0,19.75,72.0,7.04,75.75,2.49,79.75,4.76,83.0,4.69,80.25,2.86,80.9,16.4,8.0
116,raw/jiaodafaxue/672348924_纪格非_2017_交大法学_民事诉讼虚假诉讼治理思路的再思考——基于实证视角的分析与研究.md,33.75,6.5,10.0,6.12,11.25,2.17,21.25,4.15,20.75,21.25,8.75,8.93,21.25,16.98,9.45
117,raw/jiaodafaxue/672348925_罗恬漩_2017_交大法学_论虚假诉讼受害人的救济：兼探讨第三人撤销之诉适用.md,15.0,15.0,0.0,0.0,22.5,4.33,5.0,5.0,11.25,2.17,5.0,8.66,10.44,10.55,6.77
118,raw/jiaodafaxue/672348926_李世刚_2017_交大法学_《法国民事责任改革法草案》解析与启示.md,29.5,0.87,2.0,3.46,7.5,7.5,8.75,2.17,3.75,6.5,2.5,2.5,14.26,8.12,4.43
119,raw/jiaodafaxue/672348927_李贝_2017_交大法学_法国债法改革对我国民法典制定的启示意义.md,30.0,0.0,2.5,4.33,21.25,4.15,8.75,10.23,0.0,0.0,0.0,0.0,16.99,16.8,3.6
120,raw/jiaodafaxue/672348928_刘骏_2017_交大法学_法国新债法的代理制度与我国民法总则代理之比较.md,58.0,16.42,75.5,3.57,70.5,7.3,77.25,3.96,76.5,2.6,70.75,5.85,71.85,16.48,7.65
121,raw/jiaodafaxue/672348929_刘涛_2017_交大法学_冗余和遵循先例：系统论的考察及启示.md,30.0,0.0,0.0,0.0,2.5,4.33,0.0,0.0,2.5,4.33,5.0,5.0,11.03,9.35,2.63
122,raw/jiaodafaxue/672348930_王琳_2017_交大法学_道德立场与法律技术关系的法哲学分析--“技术中立说”与“技术修饰说”之批判与重构.md,81.25,4.66,76.0,3.16,72.75,6.38,83.0,3.39,86.0,1.22,64.0,5.34,81.93,14.42,4.67
123,raw/jiaodafaxue/672348931_张涛和刘聪_2017_交大法学_司法改革视阈下法律职业伦理教育之路径研究——以大学生法律援助“课程化”为视角.md,30.0,0.0,0.0,0.0,6.25,10.83,2.5,4.33,3.75,6.5,0.0,0.0,12.28,11.35,4.17
124,raw/jiaodafaxue/672348932_胡敏洁_2017_交大法学_晚近美国福利权的学理与实践——2006—2016年之评述.md,30.0,0.0,5.0,5.0,17.25,5.54,23.75,11.39,17.5,2.5,19.5,15.52,20.4,10.95,7.68
125,raw/jiaodafaxue/672348933_胡滨斌_2017_交大法学_《专利法》第11条“除本法另有规定的以外”之辨析.md,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.66,10.59,6.17,1.67
126,raw/jiaodafaxue/672348934_2017_交大法学_独任检察官制度：理论框架与实证考察--以上海基层检察院的试点为例.md,26.25,6.5,32.5,25.62,50.75,8.47,72.25,2.68,66.25,3.03,77.25,3.96,42.87,16.9,9.68
127,raw/jiaodafaxue/672348935_佐哈·戈申等_2017_交大法学_被代理人成本：公司法与公司治理的新理论（上）.md,31.25,2.17,28.75,13.86,87.0,2.12,86.25,2.17,51.25,2.17,51.25,6.5,53.44,12.93,5.57
128,raw/jiaodafaxue/672348936_章剑生_2017_交大法学_行政诉讼中滥用诉权的判定--陆红霞诉南通市发展和改革委员会政府信息公开答复案评释.md,46.25,11.39,72.75,10.64,69.5,7.09,72.75,1.3,64.0,6.96,58.25,9.04,62.82,19.65,8.92
129,raw/jiaodafaxue/673134489_程金华_2017_交大法学_理性对待中国的无法、有法、反法与超法——“法律东方主义”的启示.md,31.25,2.17,46.25,24.08,38.75,4.15,71.5,5.22,76.0,8.86,48.0,10.93,45.57,18.83,10.65
130,raw/jiaodafaxue/673134490_马剑银_2017_交大法学_“想象”他者与“虚构”自我的学理表达——有关《法律东方主义》及其中国反响.md,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,15.16,0.0,0.0,10.59,9.62,2.92
131,raw/jiaodafaxue/673134491_鲁楠_2017_交大法学_迈向东方法律主义？——评络德睦《法律东方主义》.md,71.5,25.12,85.75,2.59,30.0,10.0,78.25,4.82,81.75,8.01,77.0,2.12,69.12,15.05,10.13
132,raw/jiaodafaxue/673134492_郑戈_2017_交大法学_法律帝国主义、法律东方主义与中国的法治道路.md,51.25,12.44,79.5,3.64,56.75,12.62,79.25,5.85,77.25,1.92,69.0,3.67,68.46,18.25,7.73
133,raw/jiaodafaxue/673134493_高其才_2017_交大法学_民法典编纂与民事习惯——立法、司法视角的讨论.md,30.0,0.0,46.25,2.17,29.5,8.56,60.0,5.0,53.75,6.5,53.25,12.32,40.79,13.65,6.65
134,raw/jiaodafaxue/673134494_许中缘_2017_交大法学_论商事习惯与我国民法典——以商事主体私人实施机制为视角.md,36.25,2.17,66.5,28.41,51.75,8.44,66.75,3.7,78.25,7.19,68.25,6.42,53.28,18.05,10.83
135,raw/jiaodafaxue/673134495_厉尽国_2017_交大法学_中国《民法典》编纂中的习惯法问题.md,30.0,0.0,0.0,0.0,3.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,11.25,4.17,1.25
136,raw/jiaodafaxue/673134496_陈吉栋_2017_交大法学_由“习惯法”到“习惯立法”——以“祭祀公业”与“合会”为线索.md,35.5,4.27,55.75,15.22,36.25,2.17,71.75,6.42,67.0,5.43,58.25,4.09,48.93,14.42,7.23
137,raw/jiaodafaxue/673134497_王利明_2017_交大法学_《民法总则》的本土性与时代性.md,31.25,2.17,15.0,10.61,11.25,6.5,63.25,4.92,51.25,13.86,52.5,10.9,31.43,21.25,9.42
138,raw/jiaodafaxue/673134498_陈鹏_2017_交大法学_立法机关解释宪法的普遍性与中国语境.md,30.0,0.0,7.5,7.5,16.25,4.15,5.0,5.0,2.5,4.33,2.5,4.33,16.4,9.47,4.88
139,raw/jiaodafaxue/673134499_于洋_2017_交大法学_明显不当审查标准的内涵与适用——以《行政诉讼法》第70条第（六）项为核心.md,38.75,9.6,0.0,0.0,28.75,4.15,7.5,12.99,16.25,16.35,30.0,7.07,20.51,18.32,9.67
140,raw/jiaodafaxue/673134500_池伟宏_2017_交大法学_论重整计划的制定.md,30.0,0.0,0.0,0.0,10.0,6.12,0.0,0.0,0.0,0.0,10.0,0.0,12.35,10.02,1.18
141,raw/jiaodafaxue/673134501_缪因知_2017_交大法学_从国企到公共企业的法律调整与所有制调整.md,27.5,2.5,0.0,0.0,6.25,4.15,26.25,4.15,20.0,5.0,6.25,6.5,16.99,8.03,4.3
142,raw/jiaodafaxue/673134502_佐哈·戈申等_2017_交大法学_被代理人成本：公司法与公司治理的新理论（下）.md,76.5,21.18,75.5,3.5,78.25,6.02,87.25,3.34,79.5,3.2,76.75,5.45,82.1,14.5,8.22
143,raw/jiaodafaxue/673134503_邵敏杰_2017_交大法学_跟单信用证下银行提单担保权利——“建行荔湾支行与蓝粤能源等信用证开证纠纷案”评释.md,78.75,2.59,85.75,2.86,58.0,10.68,85.5,0.5,85.75,2.86,77.5,2.87,81.32,13.85,4.3
144,raw/jiaodafaxue/673960711_杨登峰和李晴_2017_交大法学_行政处罚中比例原则与过罚相当原则的关系之辨.md,79.5,6.18,87.0,2.12,78.75,6.83,85.25,1.92,78.0,4.47,42.5,2.5,84.49,12.88,4.62
145,raw/jiaodafaxue/673960712_王静_2017_交大法学_比例原则在中国行政判决中的适用.md,38.75,9.6,61.25,12.44,45.0,0.0,73.0,3.0,73.5,3.84,75.75,2.49,53.21,14.3,6.05
146,raw/jiaodafaxue/673960713_阎天_2017_交大法学_劳动规章性质三分说：以比例原则为检验标准.md,75.5,7.76,74.75,4.09,86.25,5.4,87.5,1.5,89.5,0.5,74.5,5.77,83.04,11.62,4.82
147,raw/jiaodafaxue/673960714_冯威_2017_交大法学_基本权利的紧张关系与权衡裁判-以德国雷巴赫案对一般人格权的保护为例.md,64.5,14.43,76.75,10.66,81.5,11.35,89.0,1.73,77.0,1.0,65.75,2.49,79.15,11.75,8.03
148,raw/jiaodafaxue/673960715_谢在全_2017_交大法学_浮动资产担保权之建立以台湾地区“企业资产担保法草案”为中心.md,25.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,1.25,2.17,10.88,8.03,3.32
149,raw/jiaodafaxue/673960716_何颖来_2017_交大法学_混合共同担保内部求偿算定规则体系的构建.md,74.25,7.19,43.75,7.4,88.25,4.66,81.0,6.4,67.5,14.77,71.75,1.09,71.13,19.02,8.0
150,raw/jiaodafaxue/673960717_云晋升和彭诚信_2017_交大法学_完善我国动产担保的新路径探索（上）.md,33.0,2.12,7.5,12.99,10.0,6.12,30.0,3.54,30.0,0.0,22.0,13.02,22.24,14.13,7.27
151,raw/jiaodafaxue/673960718_李晟_2017_交大法学_从军事视角理解宪法的历史构成：以五四宪法中的国防委员会切入.md,86.5,1.5,63.75,7.4,41.5,13.5,83.5,3.64,75.0,9.95,64.75,11.61,72.5,17.55,9.15
152,raw/jiaodafaxue/673960719_徐向华_2017_交大法学_论审判团队制度之完善.md,50.0,13.11,43.25,9.44,42.0,4.95,65.75,8.61,77.5,4.82,67.0,3.0,50.71,16.57,8.45
153,raw/jiaodafaxue/673960720_俞海涛_2017_交大法学_法律公布制度：规范、原理与运作--以法律拟制及其限度为分析路径.md,52.75,23.68,64.5,2.87,59.0,9.67,80.0,2.0,79.5,1.66,68.75,4.32,66.03,17.87,8.5
154,raw/jiaodafaxue/673960721_李文莉和杨宁_2017_交大法学_股权众筹监管的法律定位与实现路径.md,54.25,11.03,63.0,6.28,73.75,10.92,85.0,2.12,74.5,2.6,58.25,2.49,68.99,15.25,6.82
155,raw/jiaodafaxue/673960722_周江洪_2017_交大法学_分期付款买卖合同的解除及其限制-“汤长龙诉周士海股权转让糾纷案”评释.md,70.75,9.18,45.5,12.58,47.5,4.33,78.25,4.6,79.0,7.28,80.75,2.59,62.47,21.3,7.8
156,raw/jiaodafaxue/673960723_刘志欣_2017_交大法学_紧急权力的历史叙事及其宪政之维-评罗斯托《宪法专政》.md,51.25,12.93,65.25,5.97,42.5,3.28,70.75,5.17,65.75,13.08,75.0,2.12,57.59,20.15,8.18
157,raw/jiaodafaxue/674260130_张家勇_2018_交大法学_中国法民事责任竞合的解释论.md,84.25,2.49,58.75,17.8,75.75,8.44,89.75,2.86,83.0,2.92,57.0,5.39,80.04,17.25,7.67
158,raw/jiaodafaxue/674260131_叶名怡_2018_交大法学_再谈违约与侵权的区分与竞合.md,62.75,20.12,83.5,2.69,79.0,7.97,83.75,3.49,86.0,1.22,55.75,15.47,77.44,17.03,9.8
159,raw/jiaodafaxue/674260132_赵秀举_2018_交大法学_论请求权竞合理论与诉讼标的理论的冲突与协调.md,31.25,2.17,3.75,6.5,15.0,3.54,13.75,2.17,10.0,12.25,6.25,6.5,17.79,17.62,6.37
160,raw/jiaodafaxue/674260133_曹志勋_2018_交大法学_德国诉讼标的实体法说的发展——关注对请求权竞合的程序处理.md,50.75,15.79,83.0,3.61,40.75,5.85,83.5,3.64,82.5,3.64,52.5,10.9,64.28,11.62,8.37
161,raw/jiaodafaxue/674260134_傅爱竹_2018_交大法学_什么是立法意图——德沃金论意图主义法律解释.md,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.59,4.55,0.97
162,raw/jiaodafaxue/674260135_雷槟硕_2018_交大法学_如何“参照”指导性案例的适用逻辑.md,52.5,22.5,12.5,12.5,73.5,14.4,42.5,14.36,79.75,8.64,62.5,4.33,44.44,23.38,14.77
163,raw/jiaodafaxue/674260136_张海涛_2018_交大法学_政治与法律的耦合结构：党内法规的社会系统论分析.md,30.0,0.0,10.5,10.16,29.25,4.32,47.5,7.5,41.25,8.2,18.75,8.93,29.4,14.62,7.53
164,raw/jiaodafaxue/674260137_魏磊杰_2018_交大法学_妥适理解法律东方主义何以可能.md,34.5,5.77,68.25,10.8,41.75,1.09,87.25,2.59,82.75,3.56,73.75,3.03,56.13,7.9,5.18
165,raw/jiaodafaxue/674260138_伊卫风_2018_交大法学_清末立宪与康有为的“虚君共和”思想.md,41.75,7.19,78.25,1.09,47.0,17.58,74.0,3.67,77.25,1.92,36.5,7.4,58.85,16.33,7.47
166,raw/jiaodafaxue/674260139_金欣_2018_交大法学_中国立宪史上的“宪法-富强”观再探讨.md,30.0,0.0,2.5,4.33,5.0,5.0,7.5,4.33,6.25,6.5,2.5,4.33,13.82,9.2,4.72
167,raw/jiaodafaxue/674260140_肖卫兵_2018_交大法学_论我国政府信息公幵例外体系构建完善.md,30.0,0.0,7.5,4.33,34.5,9.91,32.5,13.46,7.5,5.59,21.25,2.17,26.09,12.88,6.82
168,raw/jiaodafaxue/674260141_云晋升和彭诚信_2018_交大法学_完善我国动产担保的新路径探索（下）.md,59.0,3.0,77.0,3.61,65.0,6.28,82.5,0.87,83.5,1.5,82.0,2.55,74.82,13.2,3.43
169,raw/jiaodafaxue/674260142_戴孟勇_2018_交大法学_不动产链条式交易中的中间省略登记——嘉德利公司诉秦龙公司、空后广州办等国有土地使用权转让合同糾纷案评释.md,75.5,10.4,83.5,5.17,58.25,22.62,88.5,3.84,74.25,3.77,80.75,2.59,75.0,17.03,9.3
170,raw/jiaodafaxue/674260143_黎敏_2018_交大法学_作为限权宪法之思想 基础的有限政府理论——《驯化利维坦：有限政府的一般理论》述评.md,51.25,4.15,66.0,15.36,24.5,9.91,69.25,6.22,71.0,1.73,66.0,12.19,54.24,19.75,9.53
171,raw/jiaodafaxue/675932825_章程_2018_交大法学_论指导性案例的法源地位与参照方式——从司法权核心功能与法系方法的融合出发.md,74.5,15.44,86.25,5.12,74.5,7.26,87.25,1.92,82.0,4.95,80.25,2.86,85.26,11.43,7.22
172,raw/jiaodafaxue/675932826_李剑_2018_交大法学_判例的形式构成及其“成分”分析——以德国法教义学为视角.md,36.25,4.15,50.0,15.15,72.5,5.59,72.25,2.68,73.5,6.1,76.25,3.03,54.35,14.18,7.07
173,raw/jiaodafaxue/675932827_章剑生等_2018_交大法学_座谈：判例研究、法治发展与法学教育.md,53.75,7.4,27.5,17.5,32.5,2.5,49.25,14.89,52.5,22.5,42.5,16.01,42.76,23.38,15.55
174,raw/jiaodafaxue/675932828_久保茂树和杜仪方_2018_交大法学_行政法判例与学说.md,40.5,16.38,85.0,3.54,40.0,8.66,80.25,3.49,55.75,11.23,66.75,3.42,60.24,14.38,8.98
175,raw/jiaodafaxue/675932829_俞思瑛等_2018_交大法学_对话：技术创新、市场结构变化与法律发展.md,40.0,10.61,32.5,7.5,52.5,12.99,70.0,3.54,58.75,9.6,70.75,2.95,47.5,20.68,9.08
176,raw/jiaodafaxue/675932830_张文波_2018_交大法学_功能、身份与政治——人民法院党组的治理机制.md,30.0,0.0,55.75,6.26,47.5,2.5,82.75,3.96,77.5,1.8,65.75,1.3,51.56,10.68,3.05
177,raw/jiaodafaxue/675932831_姜增_2018_交大法学_民国“佛教入监”考.md,27.5,2.5,0.0,0.0,12.5,8.29,17.5,10.31,7.5,7.5,2.5,4.33,16.03,10.02,6.35
178,raw/jiaodafaxue/675932832_江波和张亚男_2018_交大法学_大数据语境下的个人信息合理使用原则.md,45.75,15.93,51.25,8.17,52.75,7.46,72.5,3.57,76.0,1.22,66.75,4.66,54.57,21.43,7.88
179,raw/jiaodafaxue/675932833_周铭川_2018_交大法学_论数额加重犯的未遂犯.md,30.0,0.0,6.25,6.5,3.75,6.5,0.0,0.0,12.5,12.5,0.0,0.0,12.72,16.13,4.9
180,raw/jiaodafaxue/675932834_江海洋_2018_交大法学_侵犯公民个人信息罪超个人法益之提倡.md,68.75,22.47,80.0,6.67,64.25,6.26,87.25,1.3,81.25,4.87,61.75,12.81,77.96,16.05,10.45
181,raw/jiaodafaxue/675932835_迪特·格林和王蔚_2018_交大法学_狄骥思想之德式解读.md,37.5,5.59,40.0,19.69,32.5,7.5,82.75,4.44,58.5,13.96,68.5,0.87,47.85,20.03,10.02
182,raw/jiaodafaxue/675932836_阳平_2018_交大法学_遗嘱中限制婚姻自由条款的效力问题——张超军诉蔡丽珍遗赠纠纷案述评.md,76.75,4.92,58.5,11.28,75.25,3.27,87.75,2.68,87.75,1.79,49.0,25.95,76.78,15.88,9.62
183,raw/jiaodafaxue/675932837_吴泽勇_2018_交大法学_民事诉讼法教义学的登场——评王亚新、陈杭平、刘君博：《中国民事诉讼法重点讲义》.md,40.5,13.07,0.0,0.0,1.25,2.17,6.25,10.83,7.5,4.33,5.5,9.53,15.99,11.55,7.68
184,raw/jiaodafaxue/675932838_王亚新_2018_交大法学_对于民事诉讼法学研究方法的反思——答吴泽勇教授《民事诉讼法教义学的登场》一文.md,62.25,9.91,51.75,18.35,53.0,13.77,83.25,3.03,76.5,17.07,80.25,1.79,68.09,21.58,12.3
185,"raw/jiaodafaxue/675932839_黄海涛_2018_交大法学_基于实务,超越实务,任重道远——简评《中国民事诉讼法重点讲义》.md",31.25,2.17,49.75,24.02,29.0,11.55,59.0,8.75,78.25,11.88,79.0,2.35,41.74,15.0,11.67
186,raw/jiaodafaxue/676436750_高富平_2018_交大法学_农民集体土地再物权化：民法典编纂的使命和策略.md,25.0,8.66,0.0,0.0,16.5,1.5,5.0,5.0,3.75,6.5,5.0,8.66,12.91,9.58,5.83
187,raw/jiaodafaxue/676436751_蔡立东_2018_交大法学_土地承包权、土地经营权的性质阐释.md,74.25,17.06,80.0,2.0,69.25,14.8,85.5,2.29,85.25,2.95,64.0,3.67,80.37,17.98,8.22
188,raw/jiaodafaxue/676436752_耿卓_2018_交大法学_宅基地使用权收回的流程规范.md,30.0,0.0,2.5,4.33,35.0,0.0,29.25,2.59,15.0,5.0,13.75,7.4,24.24,8.28,3.72
189,raw/jiaodafaxue/676436753_李凤章_2018_交大法学_物权编体系重构应变土地所有权为非限定土地使用权.md,69.5,8.85,79.75,5.76,60.5,17.04,73.75,1.3,85.75,2.86,65.75,1.3,74.32,12.58,7.15
190,raw/jiaodafaxue/676436754_张凌寒_2018_交大法学_风险防范下算法的监管路径研究.md,33.75,9.6,53.5,19.87,70.0,3.81,72.75,3.11,79.75,6.5,72.0,7.07,53.97,19.98,9.62
191,raw/jiaodafaxue/676436755_侯利阳_2018_交大法学_大历史视角下的反垄断法与本土化移植.md,54.25,14.11,66.75,10.76,48.75,5.63,83.5,1.5,77.75,1.79,72.5,2.5,63.1,11.87,6.98
192,raw/jiaodafaxue/676436756_刘平_2018_交大法学_去存法典化：应收账款质权之路径反思与制度重塑.md,30.0,0.0,6.25,10.83,10.0,14.58,15.0,3.54,18.75,6.5,43.75,11.39,17.35,18.45,9.0
193,raw/jiaodafaxue/676436757_J.B.希顿（J.B.Hea o ）等_2018_交大法学_公司治理与代理崇拜.md,30.0,0.0,0.0,0.0,8.75,15.16,5.0,8.66,10.0,10.0,0.0,0.0,13.31,14.88,6.5
194,raw/jiaodafaxue/676436758_金春_2018_交大法学_日本民事诉讼法学的理论演变与解释方法论.md,30.0,0.0,0.0,0.0,6.25,6.5,5.0,5.0,0.0,0.0,2.5,4.33,12.87,9.03,3.05
195,raw/jiaodafaxue/676436759_自正法_2018_交大法学_社会调查报告之证据效力.md,57.0,6.67,54.0,5.15,47.5,8.29,59.5,9.91,78.0,9.27,73.5,6.1,55.21,22.18,8.72
196,raw/jiaodafaxue/676436760_李文_2018_交大法学_庭审实质化改革案件适用范围研究——基于案件类型和审级制度的分析.md,30.0,0.0,0.0,0.0,10.0,6.12,10.0,12.25,8.75,10.23,0.0,0.0,14.71,8.52,5.5
197,raw/jiaodafaxue/676436761_谢小剑_2018_交大法学_职务犯罪指定居所监视居住的适用：统计分析——以1694份判决书为样本.md,32.5,2.5,61.5,5.22,39.0,9.77,70.75,4.38,70.0,8.92,74.25,3.77,49.47,13.4,6.65
198,raw/jiaodafaxue/676436762_周作彩_2018_交大法学_房屋征收补偿案中判决类型的适用——郭传欣诉巨野县人民政府、菏泽市人民政府房屋征收行政补偿案评析.md,85.5,2.29,47.75,14.34,64.25,7.19,78.75,0.83,67.75,14.91,56.75,4.66,71.28,23.2,8.52
199,raw/jiaodafaxue/676436764_杜金_2018_交大法学_清代法律体系的多重叙述与重构——评王志强《清代国家法：多元差异与集权统一》.md,28.75,2.17,5.0,5.0,7.5,7.5,5.0,8.66,8.75,5.45,5.0,3.54,13.82,7.47,6.23
200,raw/jiaodafaxue/7000571350_柏恩敬等_2018_交大法学_律师刑事辩护中的职业伦理——中美比较制度与实践对话录.md,59.75,4.87,43.5,11.61,37.5,4.33,54.0,4.0,44.5,26.51,62.5,6.58,50.65,17.73,11.13
201,raw/jiaodafaxue/7000571351_吴洪淇_2018_交大法学_律师职业伦理规范建设的回顾与前瞻.md,30.0,0.0,7.5,4.33,4.5,7.79,3.75,6.5,12.5,12.99,11.25,7.4,14.03,9.7,7.5
202,raw/jiaodafaxue/7000571352_兰荣杰_2018_交大法学_刑辩律师维护当事人利益的行为界限.md,67.5,8.29,72.75,5.12,44.5,14.94,71.25,4.15,76.75,7.63,70.25,2.28,65.56,17.47,8.17
203,raw/jiaodafaxue/7000571353_梁译如_2018_交大法学_法官审判裁量情境中的话语实践考察——“议论的法社会学”视角.md,56.5,6.1,63.5,6.1,44.5,6.58,65.75,5.12,76.0,7.28,73.5,5.55,58.21,13.87,7.05
204,raw/jiaodafaxue/7000571354_张峰铭_2018_交大法学_为法律道德主义辩护——从侮辱尸体罪切入.md,72.75,24.71,81.0,1.73,78.0,4.95,85.25,2.17,82.75,1.3,73.25,5.8,81.56,13.55,7.82
205,raw/jiaodafaxue/7000571355_赵炜佳_2018_交大法学_墨家刑事法思想解读--在西方启蒙主义坐标系之上.md,30.0,0.0,1.25,2.17,20.25,9.12,19.0,1.0,5.0,5.0,10.0,10.0,18.93,8.25,5.25
206,raw/jiaodafaxue/7000571356_杨益章等_2018_交大法学_忠实义务下的雇员言论边界.md,30.0,0.0,2.5,2.5,2.5,4.33,0.0,0.0,12.5,10.9,1.25,2.17,11.62,7.65,3.83
207,raw/jiaodafaxue/7000571357_董学智等_2018_交大法学_论税法上的不确定法律概念.md,22.5,12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,15.08,2.5
208,raw/jiaodafaxue/7000571358_张静_2018_交大法学_论南非物权自由原则的实践和启示--兼议物权编物权法定原则之缓和.md,30.0,0.0,10.0,6.12,10.0,10.0,17.5,2.5,0.0,0.0,7.5,7.5,18.82,13.12,5.03
209,raw/jiaodafaxue/7000571359_万旭等_2018_交大法学_刑事证据采纳中的裁量问题 欧洲人权法院的实践及其启示.md,46.75,6.06,41.75,10.8,43.25,1.3,66.5,12.89,83.25,4.92,78.5,2.18,49.6,17.33,7.35
210,raw/jiaodafaxue/7000571360_赵廉慧和朱庆育_2018_交大法学_信托财产确定性和信托的效力--简评世欣荣和诉长安信托案.md,64.5,9.91,43.75,9.6,60.25,24.44,83.5,3.2,86.5,2.06,70.75,4.66,63.34,20.42,10.37
211,raw/jiaodafaxue/7001123896_王志安_2019_交大法学_云计算和大数据时代的国家立法管辖权——数据本地化与数据全球化的大对抗.md,30.0,0.0,0.0,0.0,2.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,10.94,7.3,0.67
212,raw/jiaodafaxue/7001123897_胡凌_2019_交大法学_数字社会权力的来源 评分、算法与规范的再生产.md,30.0,0.0,2.5,4.33,0.0,0.0,5.0,8.66,11.25,6.5,10.0,12.25,12.35,10.67,6.1
213,raw/jiaodafaxue/7001123898_戴昕_2019_交大法学_数据隐私问题的维度扩展与议题转换 法律经济学视角.md,83.25,6.61,85.75,2.49,73.25,3.7,85.75,1.3,81.25,3.27,79.0,3.67,85.66,13.28,4.05
214,raw/jiaodafaxue/7001123899_韩宝_2019_交大法学_理解法律地理学——关于法律的一种空间思考.md,23.75,13.86,31.25,8.2,32.5,2.5,54.25,4.92,63.75,5.45,55.5,6.58,34.24,21.28,8.0
215,raw/jiaodafaxue/7001123900_谢波_2019_交大法学_乱世与法制 五代后晋的刑事立法、司法及其承启性(上).md,32.0,3.46,0.0,0.0,5.0,5.0,0.0,0.0,8.75,15.16,7.5,7.5,12.18,11.65,6.0
216,raw/jiaodafaxue/7001123901_刘懂礼_2019_交大法学_清律“棍徒”之甄辨及立法逻辑探析.md,88.25,2.05,83.5,4.56,76.5,6.1,85.75,5.93,83.75,4.09,69.5,1.66,87.47,10.05,4.68
217,raw/jiaodafaxue/7001123902_沈伟_2019_交大法学_萌芽时期的中国近代法学教育——基于南洋公学特班的研究.md,30.0,0.0,54.5,13.12,31.25,13.4,63.0,5.0,74.25,8.44,46.25,8.93,43.75,19.95,9.42
218,raw/jiaodafaxue/7001123903_谭清值_2019_交大法学_行政处罚规范的合宪性解释——基于66个行政处罚案例的实证考察.md,30.0,0.0,0.0,0.0,20.0,3.54,3.75,6.5,17.5,5.59,11.25,8.93,15.0,11.13,4.73
219,raw/jiaodafaxue/7001123904_孙犀铭_2019_交大法学_意思能力的体系定位与规范适用(上).md,30.0,0.0,7.5,7.5,7.5,12.99,10.0,17.32,7.5,8.29,7.5,12.99,16.03,12.15,11.38
220,raw/jiaodafaxue/7001123905_李子龙_2019_交大法学_刑事再审请求审的证据审查模式.md,30.0,0.0,0.0,0.0,8.75,10.23,13.75,18.5,23.75,6.5,10.0,7.07,15.37,10.78,8.15
221,raw/jiaodafaxue/7001123906_隋璐明_2019_交大法学_将来给付之诉的理据研究——胎儿生活费请求权之诉的另一种实现路径.md,31.25,2.17,0.0,0.0,25.5,9.53,30.0,0.0,0.0,0.0,16.25,14.74,22.59,11.82,5.08
222,raw/jiaodafaxue/7001123907_刘海安_2019_交大法学_个人信息泄露因果关系的证明责任——评庞某某与东航、趣拿公司人格权纠纷案.md,30.0,0.0,0.0,0.0,8.75,8.93,15.0,15.0,12.5,9.01,15.0,8.66,15.66,23.93,8.0
223,raw/jiaodafaxue/7001708825_楼建波_2019_交大法学_信托财产关系与物权法原则的冲突--兼论信托财产关系的民法典表达.md,30.0,0.0,10.0,0.0,25.0,0.0,18.75,10.83,5.0,8.66,21.25,15.96,21.76,18.75,6.82
224,raw/jiaodafaxue/7001708826_曹兴权_2019_交大法学_信托受托人忠实义务中受益人利益的定位 单一主义与衡量主义之间.md,30.0,0.0,0.0,0.0,7.5,7.5,0.0,0.0,15.0,11.18,7.5,4.33,11.91,11.27,4.43
225,raw/jiaodafaxue/7001708827_张凇纶_2019_交大法学_民法典时代信托融入的路径选择.md,52.25,23.31,80.0,4.53,61.75,8.73,72.0,10.34,72.0,7.04,66.25,7.4,68.1,18.23,11.78
226,raw/jiaodafaxue/7001708828_徐卫_2019_交大法学_信托融入民法典的逻辑理据与体例选择.md,56.0,11.55,70.75,2.95,64.25,6.06,85.0,5.39,81.0,12.27,62.5,2.5,70.75,16.6,7.83
227,raw/jiaodafaxue/7001708829_陈一新_2019_交大法学_论信托财产的主体性.md,72.5,8.05,85.0,2.12,87.25,4.32,87.0,2.12,79.5,4.33,80.0,2.0,86.46,13.18,4.4
228,raw/jiaodafaxue/7001708830_陈邦达_2019_交大法学_医疗损害鉴定不信任问题研究--以上海市“一元化”模式为例.md,28.75,5.45,6.25,4.15,25.0,6.12,38.75,10.83,37.5,5.59,35.0,5.0,25.15,11.02,7.17
229,raw/jiaodafaxue/7001708831_谢波_2019_交大法学_乱世与法制 五代后晋的刑事立法、司法及其承启性(下).md,30.0,0.0,1.25,2.17,7.0,5.43,0.0,0.0,20.0,15.41,2.5,4.33,12.12,10.27,5.27
