paper_id,paper,研究创新性,研究创新性_std,现状洞察度,现状洞察度_std,理论建构力,理论建构力_std,逻辑连贯性,逻辑连贯性_std,学术共识度,学术共识度_std,前瞻延展性,前瞻延展性_std,ccb_score,round1_avg_std,round2_avg_std
114,raw/xueshuyuekan/XSYK2023006016_李俊强_2023_学术月刊_唐前律典的历史书写与谱系制造.md,87.5,0.87,81.0,5.74,48.0,23.33,85.75,2.28,84.5,1.8,59.75,5.76,78.59,15.8,7.6
115,raw/xueshuyuekan/XSYK2023007009_张伟和吕铖钢_2023_学术月刊_从不完整财产权到完整财产权的诠释：在归属和流转之间.md,31.25,2.17,47.5,13.07,58.25,7.5,70.0,2.0,75.75,2.59,59.5,3.64,48.96,14.1,6.0
116,raw/xueshuyuekan/XSYK2023008007_孙万怀_2023_学术月刊_一种“甜蜜的错觉”：自由意志是刑事责任的基础.md,68.0,3.08,78.75,4.66,46.25,8.93,64.0,8.69,76.25,4.38,61.75,4.09,65.75,13.5,6.5
117,raw/xueshuyuekan/XSYK2023008012_刘安迪和周东平_2023_学术月刊_宋代流人量移考.md,72.25,12.21,58.75,4.15,55.75,9.55,80.5,2.18,82.5,2.96,60.75,6.22,71.1,18.5,7.2
118,raw/xueshuyuekan/XSYK2023010009_谢晶_2023_学术月刊_清律“财产犯罪”体系的比较法阐释.md,69.0,21.87,69.75,5.76,80.0,3.81,85.5,2.18,82.25,1.79,65.25,4.97,78.0,14.3,7.8
119,raw/xueshuyuekan/XSYK2023011009_陶南颖_2023_学术月刊_中国涉外法治研究主体性建构的悖论及其超越.md,53.25,12.32,75.25,8.64,48.5,0.87,87.5,2.87,86.5,1.5,83.75,2.17,65.65,10.6,5.5
120,raw/xueshuyuekan/XSYK2024001010_熊丙万和何娟_2024_学术月刊_论数据要素市场的基础制度体系.md,46.25,17.09,69.5,7.3,69.5,14.03,89.25,2.17,81.0,4.06,74.0,4.69,65.94,21.4,9.5
121,raw/xueshuyuekan/XSYK2024002010_吴思远_2024_学术月刊_从“权力主导”到“权利本位”：刑事在线诉讼的法治悖反与归位.md,50.0,8.66,55.0,13.95,50.0,3.81,78.75,5.63,76.5,1.5,78.25,2.49,60.94,16.0,6.9
122,raw/xueshuyuekan/XSYK2024003009_翟翌和金龙君_2024_学术月刊_比例原则目的正当性审查方法新论——一个融合法经济学、商谈理论的视角.md,63.25,15.29,65.5,4.77,86.75,5.26,78.25,2.86,73.25,3.03,57.5,2.5,73.46,17.7,6.5
123,raw/xueshuyuekan/XSYK2024004002_徐宏_2024_学术月刊_问题与愿景：中国刑法学转型发展的省思.md,45.0,7.91,65.0,10.46,40.25,2.86,76.75,3.03,81.0,3.32,68.5,4.09,56.34,14.0,6.1
124,raw/xueshuyuekan/XSYK2024004012_崔永东_2024_学术月刊_社会治理及其对企业合规治理的切入和渗透.md,30.75,2.59,32.5,14.79,36.25,10.83,57.0,2.12,46.25,5.85,43.25,11.14,38.31,17.4,9.1
125,raw/xueshuyuekan/XSYK2024005011_沈伟和苏可桢_2024_学术月刊_新型反补贴规则是优化还是异化——基于保护市场经济的视角.md,52.5,5.59,79.25,9.12,47.0,9.72,83.25,3.11,78.5,5.17,53.5,10.23,65.06,15.2,8.3
126,raw/xueshuyuekan/XSYK2024005012_房慧颖_2024_学术月刊_数字资产属性的界定及其证成.md,61.25,6.5,53.75,11.39,65.25,5.97,80.0,2.45,81.25,3.27,54.0,4.24,66.6,15.5,6.5
127,raw/xueshuyuekan/XSYK2024006012_李汉松_2024_学术月刊_哲人入丛林：国际关系与政治哲学共同转型的可能.md,35.0,6.12,79.0,3.67,37.0,2.12,71.75,6.02,62.5,18.87,81.5,2.69,54.35,19.6,7.6
128,raw/xueshuyuekan/XSYK2024008009_廖奕_2024_学术月刊_老年权利话语的法律知识生成.md,53.0,18.36,41.75,23.91,42.0,5.87,70.5,3.64,85.75,2.49,60.0,3.81,52.53,23.1,11.2
129,raw/xueshuyuekan/XSYK2024009002_田继江_2024_学术月刊_集体心灵的物理还原性问题.md,38.75,6.5,41.0,8.4,45.0,15.81,76.5,5.41,39.0,9.38,74.5,2.87,49.26,23.4,9.3
130,raw/xueshuyuekan/XSYK2024010009_郑今轶_2024_学术月刊_超越对立：英美契约理论下的身份观.md,48.75,11.9,79.75,2.86,66.75,6.98,78.5,3.2,70.5,1.66,45.0,3.54,66.22,12.9,5.8
131,raw/xueshuyuekan/XSYK2024011009_张翅翔和雷磊_2024_学术月刊_法学学术批评的两种形态及其意义.md,51.75,7.19,80.0,6.12,70.75,6.38,85.75,2.86,83.5,3.2,65.5,6.58,72.75,12.9,6.2
132,raw/xueshuyuekan/XSYK2024012008_郭春镇和勇琪_2024_学术月刊_从嵌入到融合：技术治理与法律治理的关系及其优化.md,46.25,26.25,62.5,21.94,76.0,1.22,82.25,2.86,79.0,12.19,73.5,5.17,63.79,19.5,13.4
133,raw/xueshuyuekan/XSYK2025001010_石磊和程金华_2025_学术月刊_超越“东西”之分：中国司法需求的空间演变与类型化.md,74.25,8.44,59.75,11.1,73.75,10.69,84.25,4.82,79.0,5.34,74.25,6.42,76.1,16.9,9.0
134,raw/xueshuyuekan/XSYK2025001011_于龙刚_2025_学术月刊_社会知识在司法中的运用及其优化.md,31.25,8.2,63.0,11.55,55.25,6.76,82.75,4.97,83.0,4.69,73.5,3.64,55.07,13.7,7.7
135,raw/xueshuyuekan/XSYK2025002009_吴文芳和王瑞宏_2025_学术月刊_作为用户的平台劳动者：保护机制及其构建.md,60.0,7.38,53.0,8.03,71.25,6.83,89.0,2.55,68.25,15.27,65.0,2.12,70.16,17.9,8.1
136,raw/xueshuyuekan/XSYK2025003009_季卫东和赵泽睿_2025_学术月刊_法律如何实现动态治理——人工智能不确定性的立法应对.md,64.25,9.31,75.0,5.39,45.75,8.9,74.75,2.17,83.25,2.38,81.25,2.59,65.99,14.1,5.9
137,raw/xueshuyuekan/XSYK2025003010_陶南颖_2025_学术月刊_再论中国国际法知识体系的早期生成——对《万国公法》的溯源考察.md,54.5,22.1,40.0,8.66,39.5,7.3,78.5,7.09,84.0,3.67,71.5,5.22,54.09,19.3,10.4
138,raw/xueshuyuekan/XSYK2025004009_罗维鹏_2025_学术月刊_证据分析的叙事方法及其运用.md,60.0,9.97,70.0,6.48,71.25,4.92,81.0,2.74,78.0,3.08,71.75,2.49,72.28,15.4,5.7
139,raw/xueshuyuekan/XSYK2025005009_何松威_2025_学术月刊_领域法学的理论反思与证成.md,77.25,6.38,69.75,22.09,73.25,3.03,78.25,4.09,84.5,5.59,74.5,2.06,78.01,16.0,8.3
140,raw/xueshuyuekan/XSYK2025005010_孙道萃_2025_学术月刊_论“协商式” 刑事责任.md,66.5,14.45,48.75,13.66,57.0,6.28,68.75,2.59,82.5,4.33,71.0,6.96,61.18,21.9,9.3
141,raw/xueshuyuekan/XSYK2025006009_万勇和李亚兰_2025_学术月刊_论著作权法中作品独创性的判断方法.md,82.5,4.56,78.5,4.72,66.5,18.23,83.75,3.42,87.5,2.87,77.75,1.79,82.03,15.4,6.8
142,raw/xueshuyuekan/XSYK2025007002_周东平和刘安迪_2025_学术月刊_论中华条标传统的话语构建与创造性转化.md,36.0,2.92,47.75,7.29,39.75,4.92,77.25,1.92,71.25,5.54,72.5,3.57,49.13,11.8,5.0
143,raw/xueshuyuekan/XSYK2025007008_黄伟等_2025_学术月刊_平等与效率的兼顾——《慈善法》的激励与分配效应.md,59.5,3.64,80.5,3.64,46.25,4.38,88.5,3.5,71.0,5.34,71.5,5.22,68.93,16.0,5.0
144,raw/xueshuyuekan/XSYK2025007011_张途_2025_学术月刊_为何法治概念应包含“基本正义要求”.md,68.5,17.21,79.0,2.24,74.0,6.78,85.25,2.17,84.0,1.22,62.5,4.82,78.88,13.3,6.6
145,raw/xueshuyuekan/XSYK2025008008_马洪和赖德斌_2025_学术月刊_应对气候变化的生态环境法典化表达.md,53.0,6.28,73.25,11.48,61.25,6.83,79.75,5.12,81.25,4.15,65.75,3.77,68.51,15.1,7.2
146,raw/xueshuyuekan/XSYK2025009010_叶会成_2025_学术月刊_比例原则的基本观念及其普遍化.md,81.75,2.86,80.25,2.86,82.5,3.57,87.75,1.79,84.25,1.48,77.25,1.92,85.94,10.4,2.8
147,raw/xueshuyuekan/XSYK2025010009_陈婉玲_2025_学术月刊_区域权利谱系及其构造论——区域经济法本体论的视域.md,33.75,6.5,57.25,7.4,77.75,14.57,81.25,8.58,75.75,2.49,58.75,12.72,58.22,15.2,10.1
148,raw/xueshuyuekan/XSYK2025010010_沈伟和陈徐安黎_2025_学术月刊_人工智能国际法与国内法的双向互动.md,32.5,5.59,60.5,6.95,42.5,2.5,75.25,4.97,72.5,6.18,72.25,4.49,50.91,13.0,5.9
149,raw/xueshuyuekan/XSYK2025011008_彭诚信和李东宇_2025_学术月刊_人格权法自主知识创新的理论基础与制度表达.md,62.5,8.29,69.0,13.36,69.5,5.32,88.0,3.08,86.5,1.5,64.5,4.27,74.26,18.2,6.9
