id,title,author,first_author_org,year,issue,page_start,page_end,abstract,keywords,clc_code,cite_count,doi,pdf_path
69,"中国""宪法实施""的话语体系与演变脉络",苗连营[1],郑州大学法学院,2021,3,70,89,"""宪法实施""作为各种原理、规则、制度、实践交织叠加的""概念群""与""问题域"",几乎涵摄了认识和解释中国宪法问题的所有视域及议题.学术话语中的宪法实施在追求方法自觉和理论建构的过程中,也在积极回应着政治现实并不断凸显出深沉的政治情怀;政治话语中的宪法实施在主导真实世界的宪法实践的同时,也在认真吸纳着理论研究的有益成果并日益展现出深厚的法理意涵.只有从学术话语和政治话语的良性互动及其演变脉络中,才能深刻理解我国宪法实施的内在机理与运作逻辑,并凝练出真正属于中国的""宪法实施""话语体系.",宪法实施;话语体系;演变脉络,D921,0,,法学三大刊论文/中国法学/中国“宪法实施“的话语体系与演变脉络.pdf
70,中国与“一带一路”国家税收协定优惠安排与适用争议研究,崔晓静,武汉大学法学院国际法所,2017,2,194,214,"＂走出去＂企业在＂一带一路＂国家投资过程中可能面临企业的同一笔所得被重复征税、未能在东道国享受本应该享受的税收待遇或税收优惠,存在受到税收歧视或者不公平待遇等多种税收风险,以及在投资过程中与当地税务机关发生的税务争议如何解决等问题。企业在＂一带一路＂沿线国家进行投资时,要注意了解投资东道国与我国签订的税收协定的内容,主动利用利息、股息、特许权使用费等协定优惠安排,降低企业涉税风险和成本。在与投资东道国发生税务争议时,要注意向我国税务主管当局申请启动相互协商程序寻求救济,以维护自身的合法权益。",一带一路;税收协定优惠;国际避税;相互协商程序,D03,22,,法学三大刊论文/中国法学/中国与“一带一路”国家税收协定优惠安排与适用争议研究.pdf
71,"中国人权法学""三大体系""论纲",刘志强[1],,2022,2,45,63,"中国人权法学""三大体系""一体化的逻辑是,以学科体系为统领,学术体系、话语体系依次推论展开.从人权法学学科体系来看,需要突破人权法学学科体系的范式藩篱,寻找沟通人权法内外视角的渠道,由此构建人权法学元学科、一般学科、具体学科三类学科体系.从人权法学学术体系来看,在人权法学学科体系的建构工程初步完成时,需在此基础上提炼出全新的人权法学命题,包括人权代际革新命题、合作权命题、融贯模式命题,并将其系统化为人权法学学术体系.从人权法学话语体系来看,应在完成人权法学学术体系向话语体系的逻辑转换过程中,形成具有新时代中国特色的法律型人权话语、法治型人权话语和法理型人权话语,全面提升我国人权法学话语体系的感召力与说服力.",人权法学;学科体系;学术体系;话语体系,D922.1,,,法学三大刊论文/中国法学/中国人权法学“三大体系“论纲.pdf
72,中国传统司法中的察狱以情及其现代价值,蒋铁初[1],,2022,5,143,161,察狱以情是中国传统司法的一个重要特色。其语义源头为《左传》所载鲁庄公之言，实质源头则为《周礼》中的“以情讯之”。“察狱以情”中的情有广义与狭义两种。察狱以情既有入罪功能，亦有出罪功能。入罪之情必须满足发生在争议事实之后与违反常理两个条件。出罪之情则有通过判断事实出罪与判断证据出罪两种表现。察情入罪与出罪在标准、对象、主体与结果四个方面都存在差异。传统的司法理论更重视察情的出罪功能。察狱以情与当代的经验法则相比既有相同之处亦有区别。相同之处在于两者都以日常生活经验为判断事实的依据。不同之处有三：一是经验法则只能判断证据事实，不能判断案件事实；而察狱以情两者都可以判断。二是依经验法则判断的事实为确定性事实，而察狱以情判断的事实为可能性事实。三是依经验法则倾向于对事实作出肯定性判断，而察狱以情倾向于对事实做出否定性判断。当代司法借鉴察狱以情，应当做到慎用入罪之情，重视出罪之情，如此可有效避免冤狱形成并能为已形成的冤狱平反。,古代司法;察狱以情;入罪;出罪;经验法则,D929,,,法学三大刊论文/中国法学/中国传统司法中的察狱以情及其现代价值.pdf
73,中国传统司法如何处置“真伪不明”,胡学军[1],,2022,5,162,181,客观证明责任问题存在于任何国家任何时期的诉讼制度中，这一论断并不适合古代中国。宋代相关判例中，法官在案件事实不清时存在着依道德规范来辅助事实判断的倾向。面对疑难案件，中国古代司法并不严格按形式逻辑思维得出最终结论，而往往将事实认定与法律适用混同于最后的裁判之中。欲理解中西对事实疑难案件迥异的处置方式及各自内在逻辑，唯有将目光投射到更广阔的制度背景上。现代证明责任理论的底流是实证主义法学思潮，而中国古代社会是一个功能未分化的社会，法律的儒家化及司法与行政一体化的特点使中国古代处置事实疑难案件的方法与西方近代证明责任制度存在隔膜。证明责任制度是一定社会发展阶段及特定法制模式与司法裁判模式下的产物。在证明责任制度本土化过程中，尤应注意其与现代司法理念及整体现代司法制度的协同发展。,证明责任;疑案处置;真伪不明;法律儒家化;法律实证主义,K22,,,法学三大刊论文/中国法学/中国传统司法如何处置“真伪不明”.pdf
74,中国传统生态环境法文化及当代价值研究,柴荣[1],北京师范大学法学院,2021,3,287,304,"以农为本是中国历朝历代奉行的基本国策,国家对生态环境高度依赖,形成了以""天人合一""为伦理基础的传统生态环境法文化.从思想维度分析,中国古代重农敬天、崇拜自然,儒、道、法等各派思想在回答人与自然关系时,都持有人是自然一部分的整体生态观;在解释人与自然互动问题时,均持有人应遵守自然规律的观点.从规范维度观察,中国古代形成了以礼法、律典、敕令为主要形式的生态环境保护法律体系.中国古代生态环境法文化与马克思主义生态观具有较高的契合性:马克思主义唯物辩证法思想在发展过程中形成了整体生态观,认为应该在遵循自然规律的基础上保护生态环境,这与""重农敬天""""人与天和""""顺时立政""""节用止欲""等中国传统生态环境法文化高度契合.两者共同构成了""人与自然生命共同体""的理论基础,为新时代生态环境法律体系的完善提供了宝贵的文化资源.",传统生态环境法文化;马克思主义生态观;生态环境法律体系,D922.68,0,,法学三大刊论文/中国法学/中国传统生态环境法文化及当代价值研究.pdf
75,中国减刑程序公平性的实证研究,林喜芬,上海交通大学凯原法学院,2016,6,133,152,通过对我国A市B法院减刑程序的运行实践（以1702份减刑裁定书为样本）进行实证研究及针对减刑实务人员的深度访谈得到具体数据。2013年以前数据显示，因职务犯罪、金融类犯罪等被定罪的三类罪犯的减刑系数较大，即在较短的时间内能获得较长时间的减刑。该发现一定程度上符合当事人能力理论，即在法律程序中，那些有钱人或有权人由于可以调动更多的社会资源，因此更容易在法律程序中胜出或占据优势。此外，减刑规范的模糊性和减刑程序的非公开性也一定程度上解释了“减刑阿富贵”的实证现象。2014-2015年的数据显示，在中央司法政策、规则修订及地方试点的合力作用下，针对三类罪犯的减刑系数反而表现出陡然下降的趋势，且低于非三类罪犯的减刑系数。我国严格控制三类罪犯减刑的实践效果一定程度上挑战了当事人能力理论的普适性，也启发研究者进一步关注中国司法理性化的模式及其可持续性问题。而要走出运动式治理的框架，需寄希望于技术监测进路，而非资源配给进路或单纯的程序机制改良。,减刑;“三类罪犯”;司法公平运动式治理;正当程序,D926.7,0,,法学三大刊论文/中国法学/中国减刑程序公平性的实证研究.pdf
76,中国刑法学自主知识体系的内涵阐释与建构路径,姚建龙[1],上海社会科学院法学研究所,2025,2,65,85,建构中国刑法学自主知识体系是当代刑法学研究者的重要使命。中国刑法学研究的发展呈现出理论移植的特征，现有的刑法学知识体系存在主体意识有待进一步增强、理论与实践结合不够紧密、理论体系化水平有待提升等问题。“中国刑法学自主知识体系”实际上已经明确指明了中国刑法学研究该往何处去的问题。“中国自主”即指，在中国特色社会主义的根本立场下，立足中国法治实践建构刑法学知识；“知识体系”则是对自主知识成熟化、体系化的更高层次整合与发展的要求。中国刑法学自主知识体系的建构，需要在法治文明互鉴与优秀刑事法律文化赓续的双重维度中探索创新路径。一方面，应当立足当代中国刑事法治实际对域外刑法理论进行批判性审视与本土化重构；另一方面，激活中华法系积淀千年的刑事治理智慧，推动中华优秀传统刑事法律文化的创造性转化，由此建构起既符合中国国情又具科学性的刑法学知识体系。,习近平法治思想;刑法学自主知识体系;主体意识;刑法学研究,D924.1,,,法学三大刊论文/中国法学/中国刑法学自主知识体系的内涵阐释与建构路径.pdf
77,中国刑法立法晚近20年之回眸与前瞻,赵秉志,北京师范大学刑事法律科学研究院暨法学院,2017,5,47,68,97年刑法典颁行以来，我国刑法立法经历了一个立法政策由单一从严到宽严相济、立法数量由少到多、立法内容由单一到综合的过程。我国刑法修法总体上坚持了刑法修正案模式，刑法立法的民主性得到了较大提升，刑法立法日趋科学，刑事法网愈加严密。未来我国刑法发展应当坚持理性的立法观，合理回应重大社会关切，坚持适度犯罪化与适度非犯罪化相结合，坚持刑事制裁的轻缓化与刑事制裁措施的多元化。在立法模式上，我国刑法立法应当继续坚持统一的刑法典模式，适当限制全国人大常委会的修法职权，实行相对严格的法律案三审制，并进一步完善刑法的结构、制度和立法技术。,刑法立法 刑法修正案 刑事制裁措施 适度犯罪化,D924,0,,法学三大刊论文/中国法学/中国刑法立法晚近20年之回眸与前瞻.pdf
78,中国参与国际气候治理的法律立场和策略：以气候正义为视角,曹明德,中国政法大学民商经济法学院,2016,1,29,48,"中国在参与国际气候治理的过程中,应秉承气候正义的理念并坚持如下法律立场：确立公平合理的减排标准,实现分配正义;完善气候变化公约的履约机制;发达国家应当制定支持发展中国家的时间表和路线图,实现矫正正义。为落实以上立场,中国应继续积极参与国际气候谈判,与美国、欧盟一起引领国际气候治理,并切实履行至今已达成的包括《巴黎协定》在内的一系列国际气候法律文件。与此同时,在国内应加大温室气体减排力度,制定应对气候变化法、碳排放交易法规和环境税法,运用碳排放交易和碳税等市场工具,从法律、市场、政策等方面确保气候正义的实现。",气候正义;巴黎气候大会;国家自主贡献;碳排放交易;碳税,F112.1,33,,法学三大刊论文/中国法学/中国参与国际气候治理的法律立场和策略：以气候正义为视角.pdf
79,中国参与极地全球治理的法治构建,杨华[1],上海政法学院,2020,6,205,224,"极地全球治理是指包括国家、国际组织等在内的多元主体,根据各种极地治理规则并通过各种机制对极地利用、保护和改善等行为进行规范和管理的统称。我国作为国际法主体参与全球极地治理的法治构建,既是参与极地全球治理的必要前提,也是参与极地全球治理能力的重要体现。我国在参与极地全球治理过程中,既受到极地全球治理国际规则不统一、不完善等普遍性问题的制约,也受到根据西方国家价值偏好设置的规则阻碍和极地国家管辖权的限制;同时,还存在极地国内立法缺失、参与极地全球治理的管理机构设置不完善等特殊性问题。因此,在国际层面,我国应当通过推进完善现有极地全球治理的规则体系,倡导以人类命运共同体为理念的规则之治,以多元方式参与推动极地区域治理等途径,全面提升参与极地全球治理的能力;在国内层面,应当以法治思维引领参与极地全球治理国家规划,依法确立并完善极地管理机构,统分结合推进极地国内立法,增强我国参与极地全球治理的能力。",极地全球治理;人类共同继承财产;极地法治;极地立法,G63,0,,法学三大刊论文/中国法学/中国参与极地全球治理的法治构建.pdf
80,中国反腐败立法的战略转型及其体系化构建,"刘艳红[1,2]",东南大学反腐败法治研究中心 东南大学法学院,2016,4,218,244,"中国正处于现代化转型以来腐败治理的重要转折点与战略机遇期,积极推进国家反腐败立法战略转型与体系化构建,实现反腐败立法由形式治理向实质治理功能的转化,是破解当下＂中国式＂腐败治理困局之关键。科学评估反腐败立法治理能力的状况,确立＂积极治理主义＂理念在国家腐败治理体系中的首要地位,创新由国家法与政党法＂二元＂规范体系与衔接机制,创立国家腐败治理基本法、分步推进体系完善,是推进中国反腐败立法战略转型的必然选择。明确立法原则,实施功能立法,公布立法清单,实施重点化构建、系统化推进、协同化衔接,形成以《反腐败法》为中心,重点预防性立法为支撑、控权性法律相配合的多层次、立体化、综合化的反腐立法体系,是中国反腐败立法之体系化构建的核心。",腐败治理;反腐败立法;体系化,D630.9,60,,法学三大刊论文/中国法学/中国反腐败立法的战略转型及其体系化构建.pdf
81,中国在南海的历史性权利,贾宇[1],国家海洋局海洋发展战略研究所,2015,3,179,203,历史性权利是国际法上的基本理论问题之一，产生于确定领海基线的国家实践之中。历史性权利的内涵主要包括历史性所有权、传统捕鱼权和历史性航行权。沿海国对历史性水域的历史性所有权是一种主权性质的权利，传统捕鱼权和历史性航行权是历史性权利的题中之义。对大陆架非生物资源一般不能主张和取得历史性权利。中国开发、管控南海的历史以及中国的实践表明：中国对南海诸岛享有领土主权，在南海断续线内海域享有历史性权利，主要包括对琼州海峡等历史性水域的历史性所有权、传统捕鱼权和历史性航行权。南海断续线代表了中国对南海诸岛的领土主权和在南海的历史性权利。,南海断续线;历史性水域;历史性权利;历史性所有权,D924.34,91,,法学三大刊论文/中国法学/中国在南海的历史性权利.pdf
82,中国基层法院财政制度实证研究,左卫民[1],四川大学法学院,2015,1,257,271,"在当下的司法改革中,省统管地方法院财政已成为重要方向。毫无疑义,充分、有效的财政支持是法院正常运作的物质基础。长期以来,受到国家财政能力和财政结构、中央对地方司法工作的认识和定位的影响,中国基层法院的财政收入在经费来源上呈现以同级财政负担为主的地方性色彩;在收入性质上,从社会主体直接汲取的诉讼费、罚没收入等预算外收入成为法院经费的组成部分;在财政保障水平上,曾长期呈现一种保基本、保运转的吃饭型状态;在财政保障体制上,地方党政机构对基层法院的经费预算和支出具有控制权。尽管这些长期存在的结构性特征有其必然性和现实合理性,但对司法公正高效、法制统一目标实现带来的弊端不可忽视。有鉴于此,当下正在进行的司法改革应当以实现法院财政的充分化、非外部化为基本目标,关照和解决这些实践问题。",基层法院;财政制度;实证研究;司法改革,D926.2,32,,法学三大刊论文/中国法学/中国基层法院财政制度实证研究.pdf
83,中国基本法文化的特征及其当代变迁,陈晓枫[1],武汉大学法学院,2015,1,117,133,"中西方社会在由血缘组织走向地缘组织的过程中,分别确立了共尊一权权威和共尊统一规则的不同秩序,由此奠定了中西基本法的始基。两者在后续发展中形成了迥异的权力来源观、法律层级观和权利保障观,这些文化基因决定了基本法能否走进近现代宪法。中国基本法文化在近代重构了西方宪法文化,由此形成民族化的、保留着一定非立宪主义趋向的中国宪法文化,进而决定、引导和型塑着中国宪法和法律的变迁。",中国基本法;一元权力文化;文化冲突;整合重构,D921,29,,法学三大刊论文/中国法学/中国基本法文化的特征及其当代变迁.pdf
84,中国大众平等观念评析,张永和,,2015,4,104,122,在对一份问卷中有关平等内容的分析后发现，虽然大众的平等观念已经有了很大进步，但中国大众平等观念样态却呈现出了别样的问题，暴露了大众在抽象平等观与现实平等观、法律上的平等观与道德上的平等观、公民的平等观与身份的平等观问题上的矛盾以及冲突。这些矛盾以及冲突不可避免。大众的平等观是多元的，特别是人格的平等观念很难达成一致。平等的观念是相互感染的，也可以通过教育形成一部分，但并不能完全一致。所以，过度矫大众平等观只会伤及社会．也会伤及平等本身。,平等观念;道德平等观;法律平等观;公民平等观;身份平等观,D081,14,,法学三大刊论文/中国法学/中国大众平等观念评析.pdf
85,"中国宪法上""社会主义市场经济""的规范结构",韩大元[1],中国人民大学法学院,2019,2,5,26,"实行社会主义市场经济体制是我国改革开放取得的重要成果,也是一场深刻的革命。在探索中国特色社会主义道路的伟大进程中,我们党不断总结经验,解放思想,提出并实践“市场经济与计划经济并不是社会主义与资本主义本质区别”的论断,结束了经济体制发展中长期存在的""姓资姓社”的争论。随着1993年“社会主义市场经济”入宪,社会主义市场经济的宪法基础更加明确,为完善社会主义基本经济制度提供了宪法依据。以社会主义市场经济入宪背景与过程的分析为基础,可以发现其规范结构与特点,以此为基础进一步完善社会主义市场经济体制。",社会主义市场经济;中国宪法;非公有制经济,D921,0,,法学三大刊论文/中国法学/中国宪法上“社会主义市场经济“的规范结构.pdf
86,中国宪法的环境观及其规范表达,张震,西南政法大学,2018,4,5,22,"环境问题倒逼环境治理。面对环境保护及生态文明建设,应细致地剖析在宪法现象的逻辑结构中处于核心地位的宪法规范之环境条款本身,并围绕环境规范以及入宪等背景知识提炼出特定的宪法环境观,进而以环境观来诠释环境规范,最终实践于围绕环境规范与环境保护及治理制度的宪法关系。作为核心概念的宪法环境观表达了宪法对国家、人与环境关系的最基本、最核心的看法。既包括结构环境观,也包括规范环境观。在当下,环境治理的概念可以很好契合特定的＂宪法环境现象的逻辑结构＂。既包括宪法对环境治理的内部规制,也包括外部规制。但环境治理的法治化必须打破部门法的藩篱,构建以宪法为核心跨部门法协同的法律机制,并探索新的研究范式。从制度实施的角度看,环境治理需要理论支撑,除了治理理论、国家权力理论,环境权也是应有之义。",中国宪法;环境观;环境权;环境治理,D921,0,,法学三大刊论文/中国法学/中国宪法的环境观及其规范表达.pdf
87,中国式影子银行的风险溯源与监管创新,郭雳,北京大学法学院,2018,3,206,227,"我国的＂影子银行＂实践并不具有脱媒性,而是代替银行成为投资者和融资者之间的信用中介;其风险形态因此也与传统银行近似,突出体现为金融机构层面上的期限错配。与美国不同,我国形成上述风险特征的制度性根源主要不在金融机构和金融市场的二元监管结构,而更多归因于长期以来的金融抑制策略、路径偏好及思维定式。就法律政策选择而言,一方面确有必要强化银行的信用中介专营权及相应规则,抑制监管套利、防范系统性风险;另一方面要考虑对现有监管制度进行盘整,使影子银行活动更加有效地与银行信贷业务形成互补,实现＂服务实体经济、防控金融风险、深化金融改革＂等三项任务。",影子银行;信用中介;脱媒性;期限错配;金融抑制;资产管理,F830.49,0,,法学三大刊论文/中国法学/中国式影子银行的风险溯源与监管创新.pdf
88,中国式现代化之党规回应,宋功德[1],中共中央办公厅法规局,2025,1,5,28,中国式现代化是中国共产党领导的社会主义现代化，必须坚持依规治党、强化党规之治，为党总揽全局、协调各方提供有力制度保障。党的二十届三中全会要求“完善党内法规，增强党内法规权威性和执行力”，这要通过深化党内法规制度建设改革来落实。新征程党规之治提质增效赋能，必须紧紧围绕推进中国式现代化这一时代主题，紧扣“聚焦提高党的领导水平和长期执政能力”这一改革目标任务，紧贴党内法规制度建设要与管党治党、执政治国实践发展同频共振这一良规善治需求。兴须强“治”、治须重“规”、规须高“能”、能须释“效”等四个问题环环相扣，勾勒出回应型党规之治的逻辑闭环，构成优化党规之治的路径选择。,中国式现代化;强治图兴;党内法规制度建设改革;依规治党,D262.6,,,法学三大刊论文/中国法学/中国式现代化之党规回应.pdf
89,中国式现代化背景下社会法体系的完善,"林嘉[1,2]",中国人民大学法学院,2025,1,49,69,中国式现代化对我国社会法体系的完善提出了更高的要求。我国社会法根植于中国特色社会主义建设的伟大实践，其体系演进历程与我国改革开放、人权保护、法治社会建设的步调一致，其价值目标充分体现了以人民为中心的发展理念，展现出鲜明的时代特征与中国特色。社会法体系主要包括劳动法、社会保障法、社会福利法、特殊群体权益保障法、卫生健康法、社会组织法、公益慈善法、公共安全法与社会治理法。在中国式现代化背景下，我国社会法体系的完善应当紧密围绕党中央的战略部署，着力完成建设社会主义现代化强国的各项关键任务，重点解决当前社会中显著、多发的社会问题，不断推动社会法体系向全面化、系统化、精细化迈进，为推进中国式现代化提供更为强有力的制度支撑与法治保障。,中国式现代化;保障和改善民生;社会法体系,D922.5,,,法学三大刊论文/中国法学/中国式现代化背景下社会法体系的完善.pdf
90,中国式现代化视域下民事诉权的反思与重塑,任重[1],清华大学法学院,2024,4,208,228,诉权是我国民事诉讼现代化的原点和主线。1982年《民事诉讼法（试行）》建立起扁平化的起诉条件，这不仅动摇了起诉权的权利属性，使民事诉权向私法诉权模式偏移，而且在结果上筑高起诉门槛，引发“起诉难”。2014年《中共中央关于全面推进依法治国若干重大问题的决定》为民事诉权的深刻变革提供了基本思路与科学方法，即将扁平化的起诉条件重塑为阶层化的诉权要件。起诉行为成立要件（第一层）和起诉权构成要件（第二层）实质简化了起诉条件，大幅降低起诉门槛，也为立案登记制改革的再深化提供了理论基础；判决请求权构成要件（第三层）和胜诉权构成要件（第四层）彰显出开庭审理对诉权保障的决定性作用。为有效应对案件数量激增和诉权滥用问题，还应建立健全配套机制，以实现民事诉权的中国式现代化。,民事诉权;中国式现代化;起诉权;胜诉权;立案登记制,D925.1,,,法学三大刊论文/中国法学/中国式现代化视域下民事诉权的反思与重塑.pdf
91,中国律例统编的传统与现代民法体系中的指导性案例,张生[1],中国社会科学院法学研究所,2020,3,29,48,"中国古代逐渐确立了律典简约化的理念与条例成文化的技术,并在此基础上实行律例统编,形成了""律为正文,例为附注""的兼具稳定性与灵活性的法律体系。中国近代在移植大陆法系国家民法制度的过程中,经过二十余年的探索建立了简约化的民法典与判例要旨共构的民法体系。中国古代与近代律例统编的经验教训,对我国当代建构稳定性与灵活性兼备的民法体系,完善指导性案例制度不无借鉴意义。为了更好发挥指导性案例的作用,在简约化民法典的体系下,我国民事指导性案例应当成文化,与民法典统编;同时创建指导性案例的整理与变更制度,完善""民法典为纲,指导性案例为目""的民法体系。",法典简约化;判例成文化;律例统编;民法体系;指导性案例,D92,0,,法学三大刊论文/中国法学/中国律例统编的传统与现代民法体系中的指导性案例.pdf
92,中国最高审判体制的刑民分立——传统与现代化,聂鑫[1],,2022,4,270,287,当代最高人民法院刑事审判部门与以民事为代表的其他审判部门呈现出明显分立。中国最高审判体制的刑民分立由来已久，从先秦发生刑民区分后，刑事审判与民事审判逐渐走向分流；“重情”案件与“细故”案件在审判程序上截然两分，死刑复核成为最高审判机关的核心职能。清末以来，近代中国移植了德日司法制度，最高审判机关的刑民审判体制走向合流；在清末“就地正法”制度与民国“惩治盗匪”特别立法下，死刑核准权先后部分“下放”给地方。1949年以来的最高人民法院的审判体制逐渐从“刑重民轻”走向“刑民并重”；在收回死刑复核权与改革民事再审制度后，刑民案件数量先后膨胀；最近启动的完善四级法院职能定位改革，可能会加剧最高审判机关的刑民分立。未来司法改革应考虑最高审判体制的刑民平衡，以及传统与现代的协调问题。,最高审判体制;刑民分流;刑民合流;死刑复核;传统与现代,D926.2,,,法学三大刊论文/中国法学/中国最高审判体制的刑民分立——传统与现代化.pdf
93,中国比较宪法学的重新定位与方法论重构,刘晗[1],,2022,2,64,81,"在强调法学本土化的背景下,比较宪法研究仍具有重要价值,但须进行重新定位和方法论迭代.研究定位方面,须适度改变以往的借鉴式研究,着重理解式研究,更新有关域外宪法的知识体系.方法论层面,应在功能主义路径上补足文化主义路径,将宪法制度放到不同文化语境中予以深描,不但求同,而且存异;在司法中心主义之上补足政体视角,关注宏观政制结构和决策机制;在专题研究中扩大国别案例范围,克服""留学国别主义""和""西方中心主义""倾向.由此,比较宪法学可以在深入比较中凸显中国宪法体系的独特性和普遍性,从而加强中国宪法学自主性建构,也可与国别和区域研究进行融合,增强比较研究在涉外法治斗争中的实务价值.",域外宪法;法律移植;比较宪法学;涉外法治,D921,,,法学三大刊论文/中国法学/中国比较宪法学的重新定位与方法论重构.pdf
94,中国民法典编纂：观念、愿景与思路,薛军,,2015,4,41,65,中国民法典编纂工作的进行取决于对法典观念的合理定位。大陆法系从罗马法以来，出现了两种不同的法典观念。中国民法典编纂应遵循汇编式、重述式的法典观念。中国的民事立法需要通过法典编纂来实现民事立法的科学化，补充制度缺漏。民法典编纂还有助于建构合理的中国民法的法源体系，清晰界定立法与司法之间的界限。民法典编纂对于体系的考虑，需要服务于实践的考虑，不宜为了追求体系建构而破坏已经形成的法律体制的基本框架。民法典编纂对于总则编的内容安排应当以服务于司法实务为主要考虑因素，注重提供具体规范。民法典编纂在思路上，应采取整体推进，一次性编纂完毕。,民法典;法律重述;民法总则;债法总则,D923,71,,法学三大刊论文/中国法学/中国民法典编纂：观念、愿景与思路.pdf
95,中国民法学的效率意识,"熊丙万[1,2]",中国人民大学民商事法律科学研究中心;中国人民大学未来法治研究院,2018,5,82,101,"对经济效率的追求是中国当代民法得以发生的主要动因。当代民法学从一开始就明确表达了浓厚的效率意识。然而,不少事例表明,经济效率观念常常被民法学说、道德观念、计划经济惯性思维或长官意志等因素所稀释、掩盖或替代,一直未能获得中国当代民法学的系统关注和精细表达,以至于在不少情形出现不经济的经济判断。新世纪民法学有必要树立更加明确、精细的效率意识,对民事法律规则的行为激励效应和社会经济效果开展更直接的讨论和更精细的评估,以降低社会交往成本,促进私人之间更深层次的合作与共赢。",中国民法学;私人自治;效率意识;公平观念;比例原则,F272.91,0,,法学三大刊论文/中国法学/中国民法学的效率意识.pdf
96,中国法史及法史学研究反思——兼论学术研究的规律,马小红[1],中国人民大学法学院,2015,2,220,233,"中国法史及法史学的研究自上世纪初形成以来,在法学界或为炙手可热的＂学科＂,或为可有可无的＂冷门＂。这种冷热两极现象的背后,反映的是对学术目标的多种误读。比如,盲目地主张＂创新＂,单纯地强调学术服务于＂时势＂,本末倒置地将＂学科＂完善视为学术的目的等等。正是这种学术目标的误读,导致中国法史研究长期纠缠于方法的争论而忽视基础问题的研究。纠正学术目标误读的方式在于充分认识并尊重学术研究的规律,对基础问题的研究应在＂传承＂中创新;培养学人的独立品格,逐渐改善人云亦云的学风;将学科视为学术研究的途径而不是目的,以促进而不是桎梏学术研究的发展。",法史研究;学术传承;学术规律,D913,53,,法学三大刊论文/中国法学/中国法史及法史学研究反思——兼论学术研究的规律.pdf
97,中国法域外适用法律体系:现状、问题与完善,廖诗评[1],北京师范大学法学院,2019,6,20,38,"近年来,美国频繁通过具有域外效力的国内法,采取国内法域外适用措施,使得国内法的域外效力和域外适用问题再次成为国际社会的焦点。国家采取不符合国际法的国内法域外适用措施,以及滥用国内法域外适用措施,都会构成对国际秩序和国际法治的冲击和破坏。赋予国内法域外效力并适度进行国内法域外适用,不仅能够保护本国公民和企业的利益,也能够为国际秩序和国际法的发展提供契机。但现行中国法域外适用法律体系的指导思想并不明确,重要领域的立法缺失并导致执法缺位,法律责任规定则过于模糊,基本无法实现上述目标。因此,在现有国际法规则框架下,完善中国法域外适用法律体系,适度进行国内法域外适用,既是深化国内法治改革的需要,也是履行大国责任和深度参与国际治理的需要。",域外适用;域外效力;域外管辖;连接点;法律体系,D92,0,,法学三大刊论文/中国法学/中国法域外适用法律体系_现状、问题与完善.pdf
98,中国法治主体性的文化向度,李拥军,吉林大学法学院,2018,5,21,40,"党中央在治国理政方面的战略安排与决策部署的科学性源于对中国与世界、现代与传统关系的正确把握,而十九大报告则生动地体现了对这些关系的把握。十九大报告对这些关系的把握体现在对＂弘扬中华传统文化＂和＂推进全面依法治国＂的强调上。中国要在未来发展中找回自我,就必须弘扬传统;中国要在未来发展中融入世界,就必须厉行法治。现代法治是＂人＂的法治,而人又是生活在文化传统中的,所以法治离不开传统。中华文化的个性注定了中国的法治必然有其独特性,当下中国必须重塑中国法治的主体性。传统中的＂天下＂观念、＂天人合一＂理念、＂中庸和合＂思想、性善论和强调教化以及亲伦传统、民本思想等构成了支撑中国法治主体性的要素。传统与现代法治对接的途径是传统文化的创造性转化和创新性发展,而人类的共同价值则是这种创造性转化、创新性发展的方向。",传统文化;依法治国;法治;主体性,D621,0,,法学三大刊论文/中国法学/中国法治主体性的文化向度.pdf
99,中国法院“案多人少”的实证评估与应对策略,程金华[1],,2022,6,238,261,“案多人少”以及由此造成的司法能力危机，是当今世界各国法院普遍面临的问题。基于统计和问卷调查数据的实证研究发现，当前中国法院系统“案多人少”问题日益突出。虽然中国法官的人均案件量低于日本和美国法官，但是中国法官普遍感到较大的工作负荷和压力，部分原因在于其同时承担比较繁重的审判与非审判工作任务。当前中国法院的“案多人少”虽还没有对司法效率造成明显的损害，但影响了法官的工作积极性和队伍的稳定性。为了避免问题趋于严重，应当从诉讼需求和司法供给两侧同时发力，合理布局程序调节、社会治理、法院增员和管理增效四种途径，展开全方位的系统改革。其中，改革重点是优化法院管理效能，尽力减免法官的非审判工作时间支出以提高司法生产率，并通过法院组织体系的改造来建构符合信息时代需求的现代化中国法院治理体系。,案多人少;司法能力危机;诉讼需求;司法供给;法院管理,D926.2,,,法学三大刊论文/中国法学/中国法院“案多人少”的实证评估与应对策略.pdf
