id,title,author,first_author_org,year,issue,page_start,page_end,abstract,keywords,clc_code,cite_count,doi,pdf_path
1326,包需求合同的法理与适用,刘承韪,中国政法大学比较法学研究院,2017,1,123,139,包需求合同源自商人从事商业实践的需要，是指买方所有需求都只能由卖方满足并根据买方需求量来决定合同数量的买卖合同，是开放条款合同的典型。古典合同法对于合同条款有较为严格的要求，通常会对数量条款不确定的包需求合同持怀疑态度。但在现代合同法，包需求合同是一种数量条款约定不明但可以通过买方需求加以确定的特殊类型买卖合同。它不论在英美法系、大陆法系还是中国法中都存在合法有效的解释适用空间。数量条款的开放性为包需求合同当事人带来交易灵活性、高效率等诸多益处的同时，也使包需求合同产生容易为当事人所滥用的弊端。为兴利除弊，需要引入诚实信用原则作为包需求合同履行、解释、适用、救济的中心准则，并结合其具体类型、次级规则和个别情境等具体化手段来规范包需求合同的实践应用。包需求合同的违约救济需要在区分不同类型包需求合同的基础上，衡量损害赔偿的具体因素，考察实际履行的现实可能性，从而增强包需求合同违约救济的确定性和操作性。,包需求合同;合同效力;履行;违约救济,D923.6,0,,法学三大刊论文/法学研究/包需求合同的法理与适用.pdf
1327,协助决定取代成年监护替代决定——兼论民法典婚姻家庭编监护与协助的增设,李霞[1],华东政法大学,2019,1,100,118,"承认心智残疾人有民事行为能力的协助决定制度,与传统民法否认心智残疾人的民事行为能力的替代决定制度根本不同。协助决定制度作为21世纪的新制度,广泛应用于两大法系的立法和实践中且获得了积极的效果。我国民间和司法实践也较为丰富。藉民法典编纂之机,监护应作为一章增设在婚姻家庭编草案收养章之后,区分儿童监护和成年监护,成年监护又区分监护和协助。成年监护之监护一节应增设最后监护原则和最小监护原则,明确监护和协助的适用顺序,从而逐步架空完全监护的适用并为其废除做准备;应赋予残疾人诉权以保障本人的程序参与;应增加“尊重本人自我决定”作为监护人执行职务的标准;应新设特定监护措施。协助一节应对民法总则第33条进行规范续造,增设持续性代理协议和医疗预先指示的规定。",成年监护;协助决定;替代决定;行为能力;婚姻家庭编,D923.8,0,,法学三大刊论文/法学研究/协助决定取代成年监护替代决定——兼论民法典婚姻家庭编监护与协助的增设.pdf
1328,单位犯罪废止论,李立丰[1],吉林大学理论法学研究中心,2025,2,172,189,我国刑法中的单位犯罪因背离“道德否定评价”的刑法根本属性，混淆了刑法与其他部门法的功能边界，弱化了刑法的伦理基础，陷入了立法泛化与司法空置的困境。单位犯罪双罚制的象征意义与实质威慑亦显不足，其导致的罪名扩张与责任逻辑混乱，无法单纯通过出台相关司法解释、将单位犯罪限缩为法人犯罪或者建构拟制主体学说等方式彻底解决。废止单位犯罪后，可通过褫夺资质、限制经营等非刑罚处遇替代罚金刑，以“单位的犯罪”作为组织化归责模式，继续发挥现行单位犯罪推定成立共同犯罪的功能，以期在坚守罪过原则的基础上实现刑事责任认定的科学化，维护刑法的伦理功能与体系自洽。,单位犯罪;道德否定评价;罪过原则;非刑罚处遇;共同犯罪,D924.3,,,法学三大刊论文/法学研究/单位犯罪废止论.pdf
1329,原情与抑情：从“崔三过失杀父案”看清代中期的礼教与司法,姚宇[1],,2022,5,173,189,同治初年两位士人针对嘉庆五年“崔三过失杀父”一案判决所作的驳议，折射出官民双方对服制命案司法的理解分歧。分析可知，双方关于崔三是否有罪的观点差异，表面上来自对传统法中“过失”范围的不同理解，实则根源于在以卑犯尊案件中应当如何处理主观犯意，亦即“原情”与“抑情”的立场分歧。诸多案例表明，刑部“抑情就法”的结果责任倾向，在当时的侵害尊长案件中十分普遍。究其原因，此种倾向很可能受到清代中期服制立法扩张和严格化的影响。从政治文化史的角度看，以乾隆帝为代表的清代统治者在法律领域对伦理纲常的刻意维护，是推动上述立法与司法转变的重要力量。,原情论罪;结果责任;清代司法;明刑弼教;正统性,D,,,法学三大刊论文/法学研究/原情与抑情：从“崔三过失杀父案”看清代中期的礼教与司法.pdf
1330,反不正当竞争法一般条款的保护限度——以市场区分为视角,刘建臣[1],山东大学法学院,2024,6,40,57,司法机关在适用反不正当竞争法一般条款对未满足知识产权客体要件的创新成果提供补充保护时，呈现出过度保护的倾向，造成经营者与竞争者之间的利益失衡。立足于行为规制的反不正当竞争法对经营者市场控制范围的容忍度较低，一般条款对竞争利益的保护应加以克制，此可经由市场界定实现。在确立主营市场与附属市场区分保护思路的基础上，应将一般条款的保护范围限定为可维持经营者最低限度激励的主营市场，并排除经营者对附属市场的延伸控制。如果竞争者对经营者经营成果的使用仅面向后者的附属市场，抑或使用对象仅为经营者基于主营业务所得的独立副产品，则不构成不正当竞争。附属市场的界定应遵循“直观经验判断—收入或投资验证—假定测试法”的递进式安排。在引入方案上，应将区分保护思路内置于利益衡量分析框架的损害要件中，并将损害限定为对经营者主营市场的实质性替代。,不正当竞争;一般条款;利益衡量;竞争秩序;附属市场,D,,,法学三大刊论文/法学研究/反不正当竞争法一般条款的保护限度——以市场区分为视角.pdf
1331,反不正当竞争法一般条款的司法适用模式,吴峻,中国社会科学院法学研究所,2016,2,134,153,一般条款为司法机关发展和充实反不正当竞争法体系提供了重要的法律依据。在我国司法机关适用反不正当竞争法第2条的实践中，可以总结出三种案例类型。在独立适用第2条的情形下，对于立足于权益保护还是直接适用一般条款所表述的原则来确立相关权益或原则，以最高人民法院为代表的司法机关在实践中显示出了某种摇摆不定，这直接导致了一般条款适用模式的缺乏，影响着整个反不正当竞争法体系的确定性。总结我国司法实践，回归“海带配额案”确立的第2条独立适用的三条件，基于法律所保护权益来确定反不正当竞争法一般条款的三步走适用模式，明确一般条款适用的二元化结构，确保当事人的合理预期，这将为反不正当竞争法的修订及其进一步发展，提供坚实的司法实践基础。,反不正当竞争法;一般条款;适用模式;具体化,D922.294,63,,法学三大刊论文/法学研究/反不正当竞争法一般条款的司法适用模式.pdf
1332,反不正当竞争法架构下的区别性原则,吴峻[1],中国社会科学院法学研究所,2022,2,173,190,"区别性原则经中国广告法确立,但其竞争法属性突出.区别性原则的基础法律逻辑是承认内容提供者对其所发布内容进行编辑控制的自主性和独立性,为此,须在编辑控制与区别性原则之间构建必要的法律联系,基于编辑控制实现编辑处理内容与商业信息的区分.同时,应确认互联网用户自主发表言论时对编辑控制的分享,使得区别性原则可以适用于包括互联网信息服务提供者与互联网用户在内的所有编辑控制主体发布的信息,以实现虚假信息的有效规制.应当借鉴区别性原则的二元规制模式,突破广告法的局限,进一步确立编辑控制对包括广告及商业宣传在内的所有商业信息的识别功能,完善一般性的商业信息识别和标示制度,最终在反不正当竞争法层面实现区别性原则的系统制度构建.",编辑控制;区别性原则;商业信息;编辑处理内容;虚假信息,D,0,,法学三大刊论文/法学研究/反不正当竞争法架构下的区别性原则.pdf
1333,反思财产法制建设中的“事前研究”方法,冉昊,中国社会科学院法学研究所,2016,2,79,97,传统法学通常遵循“事后研究”方法，依既定财产权类型和规范来解决纠纷，而上世纪兴起并迅猛发展的法经济学则采用“事前研究”方法，在纠纷发生后通过效率论证来重新确定各个权利束的顺位高下。但实际上，传统法学的权利类型在“对物”与“对人”等名义差别下具有排他性范围上的本质差异，而“事前研究”方法借助于分析法学的“权利束”理解，将这种差别完全消隐，会导致各种权益排他性范围的无序扩大，引起整个社会交往安全和收益安全秩序的偏差。从时代发展的动态过程来看，二者之差异其实无关正误，而端在于时代要求从秩序安全向福利最大化的变迁。以此反观，在我国从无到有的财产法制建设中，必须专注我们特殊的历史起点，撇开各种炫目的流派、主张，依据常识展开真正的本土化思考；必须坚持“对物”财产权的系统理解，同时在其中设计充分的开放性进口，提高个案的效率。,对物权;权利束;事前研究;信息成本;法经济学,D920.0,46,,法学三大刊论文/法学研究/反思财产法制建设中的“事前研究”方法.pdf
1334,受害人特殊体质与损害赔偿责任的减轻——最高人民法院第24号指导案例评析,程啸,清华大学法学院,2018,1,67,86,最高人民法院第24号指导案例引出了一个很重要的侵权法问题，即当受害人的特殊体质与侵权行为结合共同造成或扩大了损害时，能否减轻侵权人的赔偿责任。在判断受害人的特殊体质能否减轻加害人赔偿责任时，应当先分析作为客观要件的因果关系，再研究受害人的特殊体质能否被评价为受害人的过错。受害人特殊体质、加害行为与损害之间存在三种类型的因果关系，前两种属于共同因果关系，但有所区别，而第三种属于假设因果关系。不同类型的因果关系对于加害人的赔偿责任影响不同。而受害人的特殊体质不应当被评价为受害人的过错，受害人也不因有特殊体质而被施加更高的自我照顾保护义务，否则不利于保护人格平等、维护自由以及控制风险。,损害赔偿 特殊体质 因果关系 受害人过错 过失相抵,D923.6,0,,法学三大刊论文/法学研究/受害人特殊体质与损害赔偿责任的减轻——最高人民法院第24号指导案例评析.pdf
1335,受贿犯罪保护法益与刑法第388条的解释,黎宏,清华大学法学院,2017,1,66,79,受贿犯罪的保护法益应当是国家工作人员职务行为的公正性。据此来理解受贿犯罪，则刑法分则第8章所规定的受贿犯罪不再只是“以权换利”，即侵害职务行为不可收买性的犯罪，而是扩展至行为人凭借其职权或者地位形成的便利条件，即影响力，进行利益交易的“影响力交易”犯罪，所侵害的不仅是行为人本人职务行为的公正性，还包括被其利用的其他国家工作人员职务行为的公正性。这种保护法益理解上的转变，使刑法第388条等在立法上具有了存在的理由。同时，行为人并非亲自以权获利，而是利用其他国家工作人员的职务行为间接获利的情况，使第388条受贿罪的主体具有了“类似教唆犯”的构造，从而使其在认定上具有了不同于刑法第385条所规定的一般受贿罪的若干特点。,受贿罪;斡旋受贿;职务行为的公正性;类似教唆犯,D924.392,0,,法学三大刊论文/法学研究/受贿犯罪保护法益与刑法第388条的解释.pdf
1336,受贿犯罪的保护法益,张明楷,清华大学法学院,2018,1,146,166,刑法第388条、第388条之一将“为请托人谋取不正当利益”规定为斡旋受贿、利用影响力受贿罪的构成要件要素，所以，认为斡旋受贿、利用影响力受贿罪的保护法益包括职务行为的公正性，具有明显的合理性。但是，不能据此认为，普通受贿的保护法益也是职务行为的公正性。换言之，职务行为的公正性不是所有受贿犯罪共同的保护法益。在刑法分则规定了不同类型受贿犯罪的情况下，应当根据宪法的规定、刑法条文表述的构成要件内容以及受贿犯罪与相关犯罪的关系，分别阐释普通受贿、斡旋受贿与利用影响力受贿罪的保护法益。普通受贿的保护法益是职务行为的不可收买性；加重的普通受贿的保护法益则可能还包括职务行为的公正性；斡旋受贿的保护法益是被斡旋的国家工作人员职务行为的公正性，以及国家工作人员的职权或地位所形成的便利条件的不可收买性；利用影响力受贿罪的保护法益是国家工作人员职务行为的公正性，以及国民对国家工作人员职务行为不可收买性的信赖。,受贿犯罪 保护法益 职务行为的公正性 职务行为的不可收买性,D924.1,0,,法学三大刊论文/法学研究/受贿犯罪的保护法益.pdf
1337,受贿犯罪的保护法益:公职的不可谋私利性,劳东燕[1],清华大学法学院,2019,5,118,137,"基于融贯性的要求,界定受贿犯罪的保护法益,应当结合权力的支配类 型与职权特性的演变,放在现代公法体系的框架下来进行。在家产制国家,职权具 有人身性与财产性,职位作为私人财产而存在,受贿犯罪的不法本质在于官吏背叛 了对支配者的人身忠诚关系。在现代国家,职权表现出去人身化与非财产性的特 点,职位具有公共性,受贿犯罪的不法本质演变为违反不得利用公共职位谋取私利 的义务,把公共职位当作私有财产来对待。基于此,受贿犯罪的法益应当是公职的 不可谋私利性,其在不法构造上不以形成交易关系为必要。公职不可谋私利说与作 为通说的廉洁性说有相同之处,但也存在实质区别。公职不可谋私利说可以合理解 决受贿犯罪的刑法解释所面临的诸多问题,也符合刑事政策上的合目的性要求,能 够妥当地将缺乏事先约定的事后受财与感情投资型受财纳入处罚范围。",受贿犯罪;保护法益;公职的不可谋私利性,D,0,,法学三大刊论文/法学研究/受贿犯罪的保护法益_公职的不可谋私利性.pdf
1338,司法“去地方化”改革反思,丁亮华[1],,2023,5,96,113,基于“司法权是中央事权”这一论断，2013年以来的司法改革力图通过司法权的中央化来祛除司法的地方保护主义。在中央确定的两项主要改革举措中，推进省以下地方法院、检察院人财物省级统管，因受地方各级人大产生同级法院、检察院的宪制约束，以及各地方财政资源不平衡现实的影响，只能实行“有限统管”；设立跨行政区划法院、检察院，因存在宪制空间上的争议无法形成统一的认识，一直停留在试点阶段而踟蹰不前，改革路径也在司法机构创制和管辖制度调整之间来回切换。实际上，地方法院、检察院不仅具有“国家性”，而且“地方性”也是其内在基因，司法地方保护主义的产生，并非根源于法院、检察院的地方性，而在于法院、检察院行使司法权时被属地体制性地行政化。只有按照法治的要求和司法的规律，合理确定司法权在地方权力结构中的地位，法院、检察院依法独立公正行使职权，才具有可依赖的前提和基础。,司法改革;省级统管;跨行政区划法院;司法管辖;司法地方保护主义,D,,,法学三大刊论文/法学研究/司法“去地方化”改革反思.pdf
1339,司法人工智能的重塑效应及其限度,马长山[1],华东政法大学,2020,4,23,40,"人工智能技术的司法应用,开启了从""接近正义""迈向""可视正义""的历史进程,引发了司法运行机制的深刻变革,通过司法过程场景化、司法规则代码化、司法决策建模化、司法服务管理智慧化重塑着司法过程,大大提升了智慧司法的社会效能。但司法人工智能亦有其内在限度。算法决策要达到绝对的客观和精准并非易事,面对复杂疑难案件,其能够促进形式正义,却很难实现实质正义。发挥人工智能对司法的优化重塑效应,应与对人工智能的风险防范同步进行。需针对算法决策设立相应的规制和救济机制,注入公开、公平和责任理念,进而兴利除弊,促进科技向善和打造良性发展的智慧司法,更好地实现""可视正义""。",司法人工智能;可视正义;数字正义;智慧司法,D92,0,,法学三大刊论文/法学研究/司法人工智能的重塑效应及其限度.pdf
1340,司法判决中的词典释义,陈林林;王云清,浙江大学光华法学院,2015,3,3,18,"词典在司法过程中的应用是一个值得关注的司法现象。对中国法院519份涉及词典释义的判决文书进行统计分析表明：词典可以作为文义解释的一种特殊工具,但法院对词典的司法功能尚未形成统一的认识,现实中的词典释义并非一种权威、客观或统一的法律适用方法。由于词典及其释义存在诸多不确定性,判决之际具体选择哪一本词典、哪一种释义,受制于语词的使用语境,取决于司法裁量。实践和理论两方面的分析表明：词典释义可以成为法院确定系争词语之含义的起点,但不是决定语词含义的终点或判准。",词典释义;文义解释;司法裁量;法律适用,D916,24,,法学三大刊论文/法学研究/司法判决中的词典释义.pdf
1341,司法审查中的滥用职权标准——以最高人民法院公报案例为观察对象,周佑勇[1],中共中央党校(国家行政学院)政治与法律教研部,2020,1,52,66,"考察最高人民法院公报上有关行政机关滥用职权的司法案例,可以发现其存在两种裁判逻辑。分离型裁判逻辑立基于形式违法性审查,根据“职权”或“滥用”单一要素进行判断,使得任何违法行使职权的行政行为都可能构成滥用职权。结合型裁判逻辑立基于实质违法性审查,认为构成滥用职权必须具备“职权”与“滥用”双重要素,滥用职权的实质是偏离法律目的行使裁量权。分离型裁判中的滥用职权与日常用语更为接近,结合型裁判中的滥用职权更符合行政诉讼法的立法精神。“滥用”的主观过错难以认定,影响了滥用职权标准的司法适用性。应以功能主义立场取代规则中心主义,借助均衡性的法律原则与功能性的自我规制技术,化解“滥用”之主观动机认定难的问题。",滥用职权;司法审查;行政裁量;功能主义;裁量基准,D92,0,,法学三大刊论文/法学研究/司法审查中的滥用职权标准——以最高人民法院公报案例为观察对象.pdf
1342,司法解散公司事由的实证研究,李建伟,中国政法大学民商经济法学院,2017,4,117,137,关于一份解散之诉裁判书样本的实证分析发现，被解散公司的“经营管理困难”实质指向“管理困难”而非“赢利困境”，管理困难的根源在于封闭型中小公司的股东人合性障碍导致的治理失灵。据此，将解散之诉的本质定位于治理失灵后的司法权介入，给予部分（少数）股东退出公司的低成本路径，更具立法论上的解释力，也得到裁判实务的经验支持。公司治理失灵的具体表象包括对立股东控制权势均力敌下的公司僵局与对立股东控制权势力悬殊下的股东压制，与此相对应，司法解散公司的事由也存在公司僵局与股东压制的二元化格局。公司僵局在立法论上被视为解散之诉的唯一事由，与裁判现实并不符合，但由于缺乏立法的明确规定等缘由，股东压制作为解散事由的事实在裁判中被淹没与压抑了。相关规范分析与实证研究都发现，将中国式股东压制也即“严重的复合性股东权侵害”添列为解散公司的事由，在我国存在现实的裁判规则方面的需求。由此，我国公司法应构建司法解散公司事由的“二元”格局，涵盖封闭型公司人合性障碍的所有情形，为股东提供更具实效的救济。,司法解散公司;公司僵局;股东压制;不公平损害;信义义务,D922.29,0,,法学三大刊论文/法学研究/司法解散公司事由的实证研究.pdf
1343,司法解释性质文件备案审查的困局与出路,聂友伦[1],华东师范大学法学院,2024,6,58,73,司法解释性质文件属于广义上的司法解释制度之产物，其虽无司法解释的规范地位，但依托于制发机关的权威性，仍具有普遍的规范效果。当前，司法解释性质文件并非立法监督的客体，无法报送全国人大常委会备案，但其作为法律实施监督与司法工作监督的客体，仍需由全国人大常委会审查。司法解释性质文件“不备案，但审查”的实践状况，既不契合当下规范性文件备案审查全覆盖的目标任务，也不利于有效监督的实现。为回应司法解释性质文件的备案难题，理论上有多种方案可供选择。实践中，可兼顾可操作性与监督效果，在不同阶段采不同方案：初期可通过内部备案初步完成对司法解释性质文件的覆盖，中期宜采并行备案模式强化监督力度，最终则通过对司法解释性质文件的分流和废弃，从根本上破解司法解释性质文件的备案审查困局。,司法解释;司法解释性质文件;备案审查;立法监督;宪法实施,D,,,法学三大刊论文/法学研究/司法解释性质文件备案审查的困局与出路.pdf
1344,司法鉴定管理体制改革的方向与逻辑,陈如超,西南政法大学刑事侦查学院,2016,1,187,208,政法部门分散管理的司法鉴定体制，曾在“文革”结束后的较长时间内具有相对的合理性。但从上世纪90年代开始，随着司法制度与庭审方式的改革，以及过度分散管理所造成的种种弊端，最终促使国家在2005年启动了司法鉴定管理体制改革——原则上由司法行政机关进行统一管理。然而，政法部门的权力纠葛和司法行政机关管理社会鉴定机构、鉴定人所遭遇的重重困境，削弱了全国人大常委会《关于司法鉴定管理问题的决定》所意欲形塑的统一管理预期。为此，党的十八届四中全会提出了“健全统一司法鉴定管理体制”的改革目标。为实现该目标。国家应注重在法律、法规、技术等层面实现规范性统一，然后，在操作层面合理平衡统一管理与部门管理的权限，并充分发挥司法鉴定行业管理的作用。,司法鉴定;鉴定管理体制;鉴定机构;鉴定人,D918.9,50,,法学三大刊论文/法学研究/司法鉴定管理体制改革的方向与逻辑.pdf
1345,合作治理语境下的法治化营商环境建设,石佑启;陈可翔,广东外语外贸大学法学院,2021,2,174,192,"营商环境优化与法治建设两大主题的深度结合,要求法治化营商环境建设立足于政府、市场、社会的关系流变,出台相应的制度措施与行动方案.合作治理在公域变革中的兴起,为营商环境建设设定了现实语境.合作治理语境下呈现出的治理格局转变、治理诉求扩张、治理资源整合、治理进程交替,要求依托法治结构调适、法治价值兼顾、法源形式拓展和法治框架扩容等手段,发挥市场功能、协调多元利益、完善规范体系、释放创新空间,以契合法治化营商环境建设的逻辑演进规律.通过厘定政府、市场与社会多元合作的制度边界,塑造糅合形式与实质双重要求的法治环境,促进法律规范体系的兼容并蓄及法治方式转变等具体途径,助推法治化营商环境建设目标的实现.",营商环境;优化营商环境;合作治理;包容性治理,D,0,,法学三大刊论文/法学研究/合作治理语境下的法治化营商环境建设.pdf
1346,合同内容的证明责任分配,胡东海[1],中南财经政法大学法学院,2024,6,128,143,合同内容的证明责任分配须借助“规范说”的证明责任分配原理进行补充。合同必要条款与非必要条款的区分不仅决定合同成立所要求的合意范围，而且对合同成立与合同内容的证明责任分配均具决定性。以“规范说”为代表的现代证明责任理论通过解构单一的合同法问题，区分“合同条款的合意”与“合同条款的内容”，进而区分合同成立与合同内容的证明责任分配。依“规范说”，非必要条款的内容由主张者举证，若其由原告主张，则为合同权利的产生要件而应由原告举证；若其由被告主张，则为合同权利的阻碍要件而应由被告举证。非必要条款包括常素和偶素，主张者应举证约定常素的内容，即举证存在异于任意规范的约定内容；主张者应举证约定偶素的内容，即举证条件或期限的存在及内容。必要条款的内容在一般情形由原告举证，即原告举证当事人、标的和数量等条款的内容。价款或报酬条款应区分为“应当支付”条款与“如何计算”条款，前者属于必要条款而由原告举证其内容，后者属于非必要条款而由主张者举证其内容。必要条款的内容在涉及代理权的特殊情形由主张者举证。,合同内容;必要条款;非必要条款;规范说;证明责任分配,D,,,法学三大刊论文/法学研究/合同内容的证明责任分配.pdf
1347,合同形式主义的演进及其影响———消费者保护的视角,高庆凯[1],,2022,5,101,119,现代法上保护消费者的价值追求导致合同形式主义演进中古典形式与现代形式的分层。在现象上，现代形式与古典形式既连续又超越，主要表现为信息型形式与时间型形式及其交错。在逻辑上，不同于古典形式在规范评价上与意思绝缘，现代形式旨在确保消费者缔约意思真实。由此产生的影响，一方面，现代形式分担意思、补足诺成主义、参与重构意思表示瑕疵制度并简化合同成立的判断；另一方面，现代形式使得合同内容强制或半强制定型，合同条款与合同解释规则、合同成立与内容的牵连度、合同内容的存在方式均受影响。在效果上，不同于古典形式下的直接判断，现代形式瑕疵经由消费者真意保护这一目的中介进行价值判断。在形式本身违反维度，不能径直绝对无效或不成立，而应允许消费者请求撤销或减轻给付；不能适用履行治愈规则，轻易依倡导性规范处理亦失之偏颇；强制条款要求或形式细节欠缺时，不能按合同成立的传统规则认定；形式违反亦会违反实定法上的权利和义务规范，由此启动民法一般制度的适用与特别规范上的责任承担。在强制性规范违反维度，需放弃单纯区分效力性强制规定与管理性强制规定，并联动消费者保护这一内在价值考虑。在方法论上，预设应对泛化的显著势差交易，体现中国民法的价值底色。,合同形式;诺成主义;意思表示;现代形式;消费者保护,D,,,法学三大刊论文/法学研究/合同形式主义的演进及其影响———消费者保护的视角.pdf
1348,合宪性审查制度的中国道路与功能展开,李忠夏[1],山东大学法学院,2019,6,3,17,"作为宪法上的重大制度,合宪性审查既是一项法律安排也是一项政治安排,既具有法律方面的功能又具有政治方面的功能。中国需立足自身的政治结构和国家权力运行体制,探索发展合宪性审查的中国道路。在“八二宪法”确立的国家权力运行结构中,民主集中制、议行关系、合宪性审查三者之间相互依存、环环相扣。合宪性审查制度应以维系议行关系的平衡为功能定向,围绕效率与约束的双重目标,在政治层面和法律层面发挥双重功能。政治性的合宪性审查主要从党政关系、权力结构和民主运行的角度进行,规范和保障人民民主的实现;法律性的合宪性审查,主要涉及法院在审理个案遇到合宪性疑问时应如何处理的问题。合宪性审查的政治功能决定了,法律性的合宪性审查应改变当前多元多轨的立法审查现状,转向全国人大及其常委会与最高人民法院相衔接的二元双轨机制。",议行关系;议行合一;功能适当;民主集中制;合宪性审查,D92,0,,法学三大刊论文/法学研究/合宪性审查制度的中国道路与功能展开.pdf
1349,合宪性视角下的成片开发征收及其标准认定,程雪阳[1],苏州大学王健法学院,2020,5,90,104,"2019年修正的土地管理法建立了公益项目征收和成片开发征收两种土地征收制度。成片开发征收制度虽然饱受争议,其基本制度框架却可以通过现行宪法为征收制度设定的“内容规定性规范”和“边界控制性规范”的检验。要确保成片开发征收的制度内容具备合宪性,相关解释性立法必须将其实体标准严格限定为属于“特别重大的公共利益”需要的建设项目。结合交易成本理论,省级以上的经济开发区建设、特定的城中村改造、以公益性建设为主的综合开发等特定建设项目类型,符合“特别重大的公共利益”标准,可以适用成片开发征收制度。但上述类型中的具体建设项目能否适用成片开发征收,还需通过定量分析、举证、说明理由等途径加以论证。",成片开发征收;公共利益;交易成本;合宪性;实体标准,D92,0,,法学三大刊论文/法学研究/合宪性视角下的成片开发征收及其标准认定.pdf
1350,合宪性解释在我国法院的实践,杜强强,首都师范大学政法学院副教授,2016,6,107,125,我国法院尽管不以宪法作为直接的裁判依据，但法院对个案正义的追求还是为合宪性解释提供了相当大的存在空间。立法具有一般性，难以顾及社会生活的诸多特殊之处，因此难免在适用时发生个案裁判不公的问题。法院出于个案正义的考虑，会在裁判中对法律进行文义转换，或者放弃对法律的通常解释而选择一种不常见的解释方案。这个过程实质上就是合宪性解释的过程。最高人民法院虽然不赞成司法裁判直接援引宪法，但裁判过程中对法律文义的转换或者解释方案的选择，在客观上需要法院以宪法作为论证依据。诉诸宪法毕竞要优于诉诸公平正义的抽象观念。通过将个案正义的判断问题，转换为法律在适用过程中是否与宪法相冲突的问题，合宪性解释既能为司法造法提供宪法上的正当依据，也能对其予以宪法上的控制，有助于裁判的规范化。合宪性解释还能弥补我国合宪性审查体制的制度性缺漏。,合宪性解释;漏洞填补;个案正义;违宪判断,D922.181,0,,法学三大刊论文/法学研究/合宪性解释在我国法院的实践.pdf
1351,合意式刑事诉讼论,王新清[1],中国社会科学院大学,2020,6,149,166,"随着我国刑事诉讼法相继确立刑事和解程序、速裁程序和认罪认罚从宽制度,一种新的刑事诉讼形式——合意式刑事诉讼,成为一种显性存在。学者们对此进行了理论概括,给予了不同的命名。与“合作式刑事诉讼”“协商性刑事诉讼”等名称相比,“合意式刑事诉讼”的名称更为贴切。合意式刑事诉讼的内容包括合意式刑事诉讼行为和合意式刑事诉讼程序。2018年刑事诉讼法搭建了合意式刑事诉讼的基本框架,但仍需对合意式刑事诉讼进行体系化建构,包括确立合意式刑事诉讼的专门原则,界定合意式刑事诉讼中当事人的诉讼权利,完善合意式刑事诉讼的起诉程序和审判程序。",合意式刑事诉讼;对抗式刑事诉讼;认罪认罚从宽,D92,0,,法学三大刊论文/法学研究/合意式刑事诉讼论.pdf
1352,周秦两汉法律“布之于民”考论,徐燕斌,武汉理工大学文法学院,2017,6,192,206,长期以来，围绕中国早期法律公布的时间问题，学界存有争议。对于先秦两汉法律是以何种形式公布的，至今鲜有关注。结合新近出土资料与《周礼》、《左传》等传世文献的研究大体可以确定，法令在制定后予以公布是周秦之际的惯常做法，从“宪刑”、“悬法”到春秋时期的铸刑书与权量布法，都是这一做法在不同时期的具体表现形式；到了汉代，法律“布之于民”的形式更加多样，包括刻石、扁书、露布、粉壁及榜等，几乎涵盖了后世常见的各种形态。整体而言，中国古代多数时期的统治者积极地将法律调整所涉及的利益群体纳入到法律的实施过程中来，缘情布法，灵活务实，这是古代法律公布的特点。,出土文献 法律公布 权量,D731.23,0,,法学三大刊论文/法学研究/周秦两汉法律“布之于民”考论.pdf
1353,唐代笔记所载灵异案件反映的法律文化,赵晶[1],,2024,3,209,224,唐代笔记记录了许多与灵异相关的犯罪行为，涉及对个人财产利益、人身安全、亲属关系乃至社会秩序、政权稳定的侵害，为唐律以及诏敕所禁。无论是加害者还是受害人，广涉达官显贵、士农工商等阶层。受害人或选择忍气吞声，或付诸自力救济，或寻求仲裁调解，或诉请依法审判，司法途径从来都不是、也绝不可能是解决问题的唯一方式。一旦进入司法程序，虽然官员群体也身处笃信灵异的氛围之中，但不乏能够依法审断之人，他们会搜求证据来验证当事人关于灵异的说法是否可信，又因为客观证据很难证明行为发生时的主观心态，所以他们也不会将误信灵异作为减免刑罚的依据。更加重要的是，由于灵异与妖邪的界限并不分明，为了防止“惑众”进而危害统治，官员往往还会主动出击，严惩灵异现象的制造者，“邪不胜正”的观念是他们恃以免除心理恐惧的精神资源之一。然而，令人沮丧的是，无论是立法、司法，还是某些灵异现象的制造，其原初的目的都是劝善诫恶，但最终的结果却往往事与愿违，或开启冤狱制造、诬告胁迫之门，或提供了可资效仿的犯罪方法，或径直沦为作奸犯科的手段。,唐代笔记;法律文化;灵异;邪不胜正,K242,,,法学三大刊论文/法学研究/唐代笔记所载灵异案件反映的法律文化.pdf
