id,title,author,first_author_org,year,issue,page_start,page_end,abstract,keywords,clc_code,cite_count,doi,pdf_path
958,公民参与行政的风险及法律规制,王旭,"中国人民大学法学院副教授,北京100872",2016,6,112,132,公民参与行政是现代社会对行政活动本质认识深化与社会复杂变迁的产物，也是人实现自我解放的需要。然而，由于其受到市民社会和政治国家双重固有逻辑的影响，在复杂的制度变迁过程中也存在很多风险，给公共利益和私人利益都带来一定的损害。有效地防范公民参与行政的风险，需要在理论上建立公共领域的协商民主逻辑作为其前提，并在此基础上具体建构包括法律保留、正当程序、透明度和问责制为核心的规则体系，避免“劣质的参与”，真正实现合法行政与良好行政的双重现代性目标。,参与行政;风险;公共领域;正当程序;问责制,D035,50,,法学三大刊论文/中国社会科学/公民参与行政的风险及法律规制.pdf
959,共享经济的法律规制,蒋大兴;王首杰,北京大学法学院,2017,9,141,162,共享经济是近年来兴起的创新商业模式，鉴于其迥异于传统经济，既有规则不能完全满足其规制需求，应进行规制创新。目前，各地政府对车辆共享和房屋共享等代表性共享经济类型的规制态度分为三种：明令禁止、未明确表态和明确允许。上述差异性规制策略表明共享经济规制理念和逻辑存在分歧。按照理念一原则一方法的分析思路，法律对共享经济的规制，首先应彰显鼓励创新的理念；其次，应贯彻激励性规制、创新规制、差异性规制和公共性规制原则；再次，应采取法律关系类型化的规制策略锁定规制点。平台法律地位、劳动关系、竞争法则是共享经济规制的核心问题。共享经济对既有法律体系造成巨大冲击，其具有交易结构横向化、主体多元化、客体零散化等特征，法律规制涉及劳动法、合同法、竞争法、税法、知识产权法等诸多领域，应进行体系性规制和回应。,共享经济 平台 创新 规制,F062.5,0,,法学三大刊论文/中国社会科学/共享经济的法律规制.pdf
960,内幕交易惩罚性赔偿制度的构造原理与现实选择,邢会强,"中央财经大学法学院,北京100081",2018,4,89,108,"在证券市场内幕交易领域实行惩罚性赔偿制度有其合理性,惩罚性赔偿数额为惩罚基准与惩罚倍数的乘积。当违法者的收益大于或等于其给受害者造成的损失时,内幕交易的惩罚基准应该是违法者的收益。只有当违法者的收益小于其给受害者造成的损失时,内幕交易的惩罚基准才能是受害者的损失。而内幕交易的惩罚倍数有两种确定方式：根据原告举证的被告逃脱惩罚的概率来确定或直接由法律推定。法律推定宜规定一个固定的倍数,但它仅为＂默认选项＂,可以被当事人的举证所推翻。《证券法》在内幕交易领域引入惩罚性赔偿制度是必要的,这有利于对违法违规者形成威慑压力,减少内幕交易等违法违规行为,增强投资者对我国资本市场的信心,助力我国证券市场法治化的进程。",内幕交易;惩罚性赔偿;成本内化法;证券法修改,D923.8,0,,法学三大刊论文/中国社会科学/内幕交易惩罚性赔偿制度的构造原理与现实选择.pdf
961,农地三权分置的法实现,"蔡立东[1,2];姜楠[1]","吉林大学法学院,长春130012\吉林大学理论法学研究中心",2017,5,102,122,农地三权分置是中国特色现代农地制度的核心，是我国农地权利制度改革的既定选择，旨在实现农地规模化经营，破解农地融资困境，提高农业生产效率。农地三权分置政策向可运作的法律实现机制转化，应当以坚持农地集体所有权为前提，以稳定农地既有法权关系为基础，以农地权利财产化为指向。中央农地政策上的农户承包权即为现行法中的土地承包经营权（包括派生出土地经营权的土地承包经营权）依据权利行使的用益物权发生逻辑，土地经营权是土地承包经营权人行使其权利而设定的次级用益物权，承包权与经营权的法构造为“用益物权一次级用益物权”。在解释论层面，囿于物权法定原则，土地经营权原本并非物权，但其设定一经登记，即获得对抗第三人的效力，并受侵权责任法保护。在立法论层面，未来我国“民法典物权编’’应当将土地经营权上升为法定的用益物权，进而实现土地经营权的法定化。,农地三权分置;土地承包经营权;农户承包权;土地经营权,D923.2,64,,法学三大刊论文/中国社会科学/农地三权分置的法实现.pdf
962,刑事司法人工智能的包容性规制,李训虎,"中国政法大学证据科学研究院,北京100088",2021,2,42,62,"我国刑事司法人工智能走在世界前列,但暴露出数据垄断、算法黑箱以及应用场景设置随意等问题.这些问题及其背后所面临的合法性挑战、正当性隐忧和伦理性风险的科学解决与化解,要求超越传统思维,创新监管模式,引入技术赋权理念和技术正当程序,对刑事司法人工智能进行包容性规制,以实现发展与规制的协调.刑事司法保障人权与人工智能以人为本的深度融合形成技术赋权理念,可以为刑事司法人工智能的研发、应用提供理念层面的宏观指引;在传统正当程序基础上发展而来的技术正当程序,可以对刑事司法人工智能应用进行过程规制,以促进司法数据的公开,提升算法的透明度,并推动刑事司法人工智能问责机制的建立.数据驱动下的司法人工智能应用对司法结构和司法治理模式形成冲击,并对司法运行产生重塑效应,逐渐形成人机协同的司法治理新模式.未来应当秉持以人为本、技术赋权理念,重塑人机关系新格局下的价值取向和行为准则,遵循法律公平正义的价值追求,构建人机协同司法治理新格局.",刑事司法;人工智能;技术赋权;技术正当程序;规制,C,0,,法学三大刊论文/中国社会科学/刑事司法人工智能的包容性规制.pdf
963,刑事司法领域的宪法判断与刑法制度文明,周光权[1],,2022,8,4,23,在我国，解释宪法、监督宪法实施的合宪性审查权由全国人大及其常委会行使，但这并不妨碍人民法院在司法过程中作出必要的宪法判断。近年来，最高人民法院在涉及枪支、非法放贷、野生动物刑事保护的多个司法解释中，还进行了合宪性调适，使刑事司法活动更加符合具有宪法位阶的罪刑法定原则、责任主义的要求，也与宪法上的比例原则、平等原则相契合，展示了最高人民法院推动宪法实施的担当。合宪性调适作为合宪性解释的特殊情形，是刑事领域宪法判断的新动向，属于中国式制度文明形成和发展过程中独特的宪法实践，是一个值得肯定的方向，指引了在刑法领域进行宪法判断的方向。未来，应当继续按照合宪性调适的逻辑开展刑事司法活动，在制定或修订司法解释时重视宪法权利规范对刑法解释产生的限制作用；个案裁判应当基于宪法解释刑法，在具有多种解释可能时优先选择与宪法精神最为贴近的方案，在被告人及其辩护人提出违宪疑虑时，司法人员应当尽量作出合宪的解释，使判决结论更加符合宪法精神，从而实现妥当的处罚，助推刑法制度文明。,宪法;合宪性解释;合宪性调适;最高人民法院;刑法制度,C,,,法学三大刊论文/中国社会科学/刑事司法领域的宪法判断与刑法制度文明.pdf
964,刑法解释的价值判断,姜涛[1],,2023,7,138,160,价值判断是刑法解释的最高要求，也是实现刑事司法高质量发展的核心。我国刑法解释中价值判断存在双重困境，规范性刑法解释存在循环论证、说理不足现象，而作为适用性刑法解释主体的法官，则在价值判断上担当不够、能力不足。传统刑法解释学陷入主观、客观的二元对立，与当前我国解释实践上“合法又合理”的目标定位存在裂缝，需要借鉴哲学的理论实现现代转型，在确保主客观性的前提下追求价值判断论证的主体间性。刑法解释借由专业化与公共性论证以实现价值判断的完整性，这涉及刑法解释中价值判断的体系化标准建构和法理遵循，前者要求明确价值判断的内在与外在标准，建构不同标准冲突的解决规则，重视“法外入罪禁止与法外出罪允许”的实践意义；后者涉及逻辑推理与道理论证、积极判断与消极判断、形式理性与实质理性三重视角，并需从规范导向、个案推动、反向排除、宪法引领四个向度展开。,刑法解释;价值判断;刑法法理;主体间性;罪刑法定原则,C,,,法学三大刊论文/中国社会科学/刑法解释的价值判断.pdf
965,制度激励、博弈均衡与社会正义,丁利,中山大学法学院,2016,4,135,158,博弈论描述一个或一束制度下人们的行动决策，以及不同环境中这些行动导致相应的社会结果。把法庭推理与司法调整嵌入社会博弈之中，结合博弈论解理论的方法，原则上可以刻画法律通过不同的激励安排能够实现的行为模式，从而刻画法律能实现的目标。法律与其他社会规范共同为组成社会的所有行为主体提供了制度激励，立法者任何合乎社会正义理念的目标，只有作为他们在社会博弈中的均衡行为的结果，才能得到合理实施。,法律;社会正义;制度激励;博弈均衡,F273.1,34,,法学三大刊论文/中国社会科学/制度激励、博弈均衡与社会正义.pdf
966,包容性法治框架下的社会组织治理,张清;武艳,"扬州大学法学院,扬州225009",2018,6,91,109,基于“包容”的法治理念，拥有有限自主性的社会组织需要嵌入到何种类型或特征的法理框架下，才能实现与政府的协调共治与合作共赢，是须面对并予以理论回应的重要议题。作为包容性和超越性的法治理想，包容性法治不仅与治理理论所蕴含的多中心、多层次的运行机理内在契合，还可以破解社会组织运行过程中规范单一、体制单一、手段单一的结构性瓶颈，包容性法治框架下社会组织治理不仅是一种规范性治理，也是一种参与性治理。包容性法治为研判中国社会组织发展的阻却与愿景及达至路径，提供了现实而可行的治理框架，开辟了社会组织规范治理的新领域。,社会组织;包容性发展;包容性法治;软法;依法自治,D63,0,,法学三大刊论文/中国社会科学/包容性法治框架下的社会组织治理.pdf
967,区域协调发展的国家保障义务,李海平[1],,2022,4,44,63,"区域协调发展的国家保障义务既有宪法指导思想的根本依据,也有贯彻新发展理念国家目标条款和社会主义原则的规范基础.区域协调发展国家保障义务的本质是区域实质平等,属性为客观法义务,内容由目的性义务和手段性义务构成.目的性义务体现为国家对欠发达地区在基本生活保障、基本公共服务、基础设施建设方面的给付;手段性义务体现为区域协调发展国家目标对立法、行政和监督行为的约束.应当根据比例原则和效能原则划定目的性义务的限度.建构区域协调发展法律体系,倾斜配置地方立法权,适度干预地方人才、产业补贴政策,实施多元化综合监督,是手段性义务的主要内容.作为国家目标条款确定的国家义务范例,区域协调发展国家保障义务的基本原理可普遍化为国家目标条款的一般理论.",区域协调发展;国家目标条款;国家义务;共同富裕;实质平等,C,,,法学三大刊论文/中国社会科学/区域协调发展的国家保障义务.pdf
968,原则/例外关系的民法阐释,易军[1],"中国政法大学民商经济法学院,北京100088",2019,9,68,91,"法律与法学的各领域中普遍存在“原则/例外”现象,以体系性为标杆的民法领域尤甚。在规范关联的意义上,原则/例外关系意谓两个或多个有关联的规范中,一为原则规范,一为例外规范。例外规范是对原则规范的背离,其所提供的行为模式与原则规范所提供的行为模式适相对立。原则/例外关系与一般/特别关系应予区隔;其存在形态较为丰富,并为体系关系的重要一环。从逻辑上看,并非原则规范自身,而往往是由原则规范与例外规范的结合,即由两者所组成的事实构成要素之整体,才具有创设法律效果的力量。规范上的原则/例外关系对法律解释、类推适用与举证责任均有显著影响:在法律解释上,例外规范应严格解释;在类推适用上,通说主张例外规范不得类推适用;在举证责任上,大体上可认为,主张原则规范之效果的当事人对原则规范之要件事实承担举证责任,而对原则规范之效果有争执的当事人则对例外规范之要件事实承担举证责任。原则/例外关系的处理为民事立法的重要工作之一,并为民事立法科学性与体系性高低之重要判准,在此方面,我国民事立法还存在很大的改进空间。",原则/例外关系;逻辑构造;区分实益;立法改进,D923,0,,法学三大刊论文/中国社会科学/原则例外关系的民法阐释.pdf
969,反垄断法分析模式的中国选择,叶卫平,"深圳大学法学院,深圳518060",2017,3,96,115,现代反垄断法分析模式是反垄断法适用的核心环节。中国《反垄断法》自2008年实施以来，执法和司法机关在分析模式的适用上存在差异，导致同案不同判等有悖法制统一性的后果。选择恰当的反垄断法分析模式，应兼顾经济分析和法律形式主义两方面的可能贡献，在借鉴国外成熟制度经验的同时，充分考虑当前中国反垄断法制度构成、实施机关能力和经济分析供给状况等约束性条件，确保分析模式选择与经济分析的复杂程度、实施机关的专业水平以及经济活动参与者的守法成本等相互匹配。在制度设计上，应审慎解释立法目的条款，建立适合中国国情的行为类型化处理模式，规范全面分析的分析模式的适用，发挥举证责任分配规则的作用，完善分析模式相关的配套制度并提升公权机关实施法律的能力。,反垄断;反垄断法分析模式;经济分析;法律形式主义;法制统一性,D922.294,32,,法学三大刊论文/中国社会科学/反垄断法分析模式的中国选择.pdf
970,发展型财税法的理念跃迁与制度构造,刘剑文[1];侯卓[2],,2023,5,129,147,发展权包括个体发展权与社会经济发展权，作为新兴领域法的财税法兼顾二者的实现。现代财税法经历着由保障型财税法向发展型财税法的理念跃迁，赋予公共财产权力和纳税人权利两大核心范畴全新内涵，运用积极促进与消极限制两种调整方法。针对个体发展权，财税法以“两权分离”为核心保障个体自由发展的空间，通过法律赋能改善个体发展状况、提高个体发展能力。针对社会经济发展权，财税法对创新发展、协调发展、绿色发展、开放发展与共享发展的实现皆有制度助益。此间，财税法采用直接介入和间接引导两种做法，建立促进社会经济发展的长效制度机制。,新发展理念;财税法;个体发展权;社会经济发展权;公共财产权力,C,,,法学三大刊论文/中国社会科学/发展型财税法的理念跃迁与制度构造.pdf
971,口供治理与中国刑事司法裁判,"李训虎[1,2]","中国政法大学证据科学研究院副教授,北京100088",2015,1,119,137,作为客观现象的口供依赖在中国刑事司法实践中成为诸多问题之源。历次修法虽努力改进，却一直未能走出治理模式固化、治理策略悖反、治理心态矛盾的困境。立足于对口供依赖进行功能分析、文化解释以及现实考量的多维解说，从法官角度展开再阐释，作为身体治理与思想治理媒介的口供，在慰藉心理、规避责任的背后，更重要的功能在于补强刑事裁判合法性。刑事裁判合法性重塑与口供治理的协同推进，将会改变既有治理主体与被治理者的关联方式，对现行封闭式刑事司法治理模式产生冲击，进而促动中国刑事司法治理发生转型。,口供依赖;口供治理;刑事裁判合法性;治理转型,D920.4,58,,法学三大刊论文/中国社会科学/口供治理与中国刑事司法裁判.pdf
972,司法公信力的理性解释与建构,胡铭[1],"浙江大学光华法学院,杭州310008",2015,4,85,106,自媒体时代，公众意见对司法裁判的影响显著提升，呈现出民意左右审判的现象，背后则是司法公信力问题。以影响性诉讼案件为标本，基于理性的解释，可以从表现各异的个案中透示出影响公众对刑事案件评判的核心要素，即以信任、声誉和互动为核心的内在要素，以交易成本为核心的外在要素。通过公众对刑事司法的信任度、美誉度以及互动性的量化评估；比较公众与基层司法官的认识差异，反映出理性选择的背后是违反司法规律导致的司法公信力不彰。当前的司法改革，需要努力弥合这种认识上的差异，坚守法治理念和尊重司法规律，并以此为基础形塑公众与刑事司法的良性关系。,自媒体;刑事司法;司法公信力;理性选择;司法规律,D924,47,,法学三大刊论文/中国社会科学/司法公信力的理性解释与建构.pdf
973,司法公正与同理心正义,杜宴林,"吉林大学理论法学研究中心/司法文明协同创新中心,长春130012",2017,6,102,120,"随着社会诉求的日趋多元化,司法的公正运作遇到较为复杂的困难局面。同理心正义既能最大限度实现个案的正义裁决,又能正确对待普遍性的正义寻求,显现出一种亲社会性的公共理性,可成为这一难题的破解之道。同理心正义既是多元动态的正义,又较好地诠释了正义的对等性和互换性,也展现出了主体间性的互动特质和共鸣效果,还一定程度上荷载了较为丰富的正义德性。同理心正义尽管发端于心灵或情感体验,但完全能够经受住法律科学性的检验。同时,它也并非至善的正义,其操作机制存在一定的缺陷,也会诱发一些不利因素的产生。",个案正义;司法公正;同理心正义;公共理性,D926,150,,法学三大刊论文/中国社会科学/司法公正与同理心正义.pdf
974,司法方法在裁判中的运用——法条至上、原则裁判与后果权衡,任强,"中山大学法学院,广州510275",2017,6,121,142,"法条至上、原则裁判和后果权衡为法官处理不同类型的案件提供了有效的分析工具和裁判方法。法条至上强调法官必须遵守法条的字面含义。法条至上既是现代司法运行的通例,也是法治社会对法官最基本的要求,不按照法条及其字面含义判决仅仅是特例或者例外。但是,当法条缺乏、按照法条的字面含义无法裁判甚至会导致不公正、荒谬的裁判,或者法条冲突无法抉择时,需要求助于内含相关价值判断的法律原则、道德原则和政治原则。在缺乏法条、与上述三种原则没有关系或者关系不密切、法条冲突、原则冲突、利益冲突、违背常识等疑难案件中,需要权衡后果进行裁判。三种司法方法既可以单独使用,也可以综合运用,综合能够增强其裁判的说服力,但无损于司法方法的独立性。不同的司法方法构成了裁判的基础。",司法方法;法条至上;原则裁判;后果权衡,D915.482,78,,法学三大刊论文/中国社会科学/司法方法在裁判中的运用——法条至上、原则裁判与后果权衡.pdf
975,合理怀疑的本土类型与法理建构,栗峥[1],"中国政法大学诉讼法学研究院,北京100088",2019,4,49,74,"怀疑是贯穿刑事诉讼的一种状态与过程。不同的疑点产生不同的疑点效,并聚合形成疑点群。疑点的功能在于对司法证明产生动摇。必须基于中国语境与实践的本土路径,重新诠释合理怀疑这一概念并建构其类型。合理怀疑可区分出四阶形态,其合理性体现为融贯且真实。基于对全国涉及合理怀疑的6692份裁判文书的样本实证分析,从其中的典型错案中可提炼概括出八种中国式模型,形成合理怀疑的八种具体怀疑版本类型。怀疑版本的生成体现出刑事诉讼的一种内在需求,即聚集构成某类整体以产生合力效应,可以将其概括为聚类集成。聚类集成是元素从微观向宏观合成的一种表达。基于聚类集成的主体思路,可以将司法证明划分为微分式证明与积分式证明这两种证明范式。从微分式向积分式的过渡,使得合理怀疑真正实现从微观的流量向宏观的存量的转变。",合理怀疑;怀疑版本;聚类集成;微分式证明;积分式证明,D915.3,0,,法学三大刊论文/中国社会科学/合理怀疑的本土类型与法理建构.pdf
976,唐律说“理”,胡玉鸿[1],,2023,9,61,83,以理证法、以理说法是中国古代法律史、法学史的传统，唐律及其疏议堪称这方面的典范。在《唐律疏议》中，表述原理、道理的“理”字共有144个，成为固定词组者有人理、事理、情理、词理、言理、辞理、理法等。从法律功能而言，唐律以理同、理别、理不相须等分辨不同主体、客体、行为间的异同，以正理与非理、理直与理曲、合理与失理、常理与变理判断当事人的行为是否正当，并以此作为行为危害性轻重的标准。唐律中的理并非法律渊源，而是证成规则正当、理解法律意旨以及指导司法裁判的原理、理据、准据。弘扬唐律法理言说的学术传统，对于中华优秀传统法律文化创造性转化、创新性发展有着重要的理论价值和现实意义。,唐律;唐律疏议;理;法理;法律文化,C,,,法学三大刊论文/中国社会科学/唐律说“理”.pdf
977,商业银行股东加重责任及其制度建构,杨松[1];宋怡林[2],"辽宁大学法学院,沈阳110136",2017,11,53,74,金融实践中民营银行股东自担银行剩余风险，是商业银行股东加重责任的体现。商业银行股东加重责任，是商业银行股东超越传统有限责任边界而承担的法律义务，但并不意味着无限责任，而是银行公司股东有限责任的特例，是对商行为主体加重义务的特定化。赋予商业银行股东加重责任，是银行公司克服固有道德风险、实现自我救助的内在要求，也是维护国家金融安全的一项制度保障。现有立法对银行股东加重责任的规定效力层级较低，可在商业银行法、公司法修改中予以关注，实现金融类公司特别法对一般公司法基本制度的补充和修正。商业银行股东加重责任制度的总体构造思路，可遵循条件、实施和后果的基本构造，重点规定主体制度、义务内容、监管与司法审查等制度内容。,商业银行 股东自担剩余风险加重责任 有限责任 金融安全,D922.291,0,,法学三大刊论文/中国社会科学/商业银行股东加重责任及其制度建构.pdf
978,商法一般条款的类型化适用,杨;峰[1],"南昌大学法学院,南昌330031",2022,2,43,62,"成文法国家为了克服法律的滞后性,在法律中使用了大量的一般条款.但是一般条款的实质内容不确定,在适用时必须对其具体化.一般条款具体化的主要形式是类型化.商法一般条款类型化方法理论主要包括类型化的对象、类型化的标准、类型化的技术和类型化的结果等要素.类型化方法主要包括明确一般条款及其核心含义、寻找与建立典型案例类型、类型化结果的体系化整理、将待决的案件与类型案件进行对比联结、进行价值判断和利益平衡五个步骤.由于商法的独特性,商法一般条款的类型化应结合商法的立法宗旨、基本理念、价值取向进行,在类型化过程中应注重外观主义、参照商事惯例和商事自治规则,强化商法效益优先的原则.商法一般条款类型化的准确性一般取决于对生活经验、审判经验的把握,具有一定的主观性,因此,对商法一般条款的类型化要适当限制.",类型化;商法;一般条款;法律适用;解释论,C,0,,法学三大刊论文/中国社会科学/商法一般条款的类型化适用.pdf
979,商法漏洞的特别法属性及其填补规则,钱玉林[1],"华东政法大学经济法学院,上海200042",2018,12,91,109,"传统上,在处理民法与商法的适用关系时,依""特别法优先""的法律适用原则,商法有特别规定的优先适用,商法未作特别规定的,适用民法的一般规定。这种做法忽略了商法未作特别规定的,尚应区分为""无需作出特别规定""和""应当作出特别规定而未作特别规定""两种情形。对该两种情形的处理有着截然不同的规则。商法无需作出特别规定的情形,适用民法的一般规定;而商法应当作出特别规定而未作特别规定的,则构成商法的漏洞,应以法律漏洞填补的方法予以补充。填补商法漏洞而形成的规范本质上仍属于商事特别法的范畴,如果对商法未作特别规定的情形,不加区分地均适用民法的一般规定,无疑抹杀了商法漏洞的特别法属性,导致特定事项缺失规范的目的性和正当性。我国编纂中的民法典采民商合一体例,虽部分解决了商事特别法的规则,但商法漏洞仍不可避免,而民法总则引入的法律适用条款对解决商法的漏洞尚显制度供给不足,应通过法律解释和完善法律漏洞填补规则的路径,协调好民法和商法漏洞填补的一般性规则。整理商事立法和判例的资料,提出关于商法的解释、商事习惯法的认知以及商法学理的探究等方面的见解,并形成公认的商事法理,是商法学的当代使命。",商法;民法;法律漏洞;法源条款;法学方法论,D923,0,,法学三大刊论文/中国社会科学/商法漏洞的特别法属性及其填补规则.pdf
980,商法的独特性与民法典总则编纂,许中缘;颜克云,"中南大学法学院,长沙410086",2016,12,127,145,在民法中保持商法的独特性，是我国对社会主义法律体系重要组成部分的民法与商法关系所作的一种方案。这一方案反映了民法与商法关系的现实需求，应成为学术共识与立法共识。在民商合一立法模式下，民法典总则成为商事规则的教义法，既确立商事规则的独特性，又保障现行法律的体系化，实现司法的准确适用。德国式民法典总则是对具体民事规则的高度抽象，不适用于民商合一立法模式的中国民法典。民法典总则单独成章或成编规定商事规则会损害民法典的体系性，不具有实践的可操作性。民法典总则对商事规则的容纳应坚持体系性、统摄性、谦抑性原则，摒弃以传统民法审视商事规则而不是从商法独特性确定商事规则的方法。在互联网经济迅速发展、国家提倡“大众创业、万众创新”的背景下，涌现出大量商事主体，民法典为每个人自由与发展提供平等的机会显得愈发重要。建议中国民法典在民法总则中全面融入商事规则，从而实现民商合一的中国特色。,民法典;商法;商事通则;民商合一,D923,80,,法学三大刊论文/中国社会科学/商法的独特性与民法典总则编纂.pdf
981,国家保护视野中的个人信息权利束,王锡锌[1],北京大学法学院北京100871,2021,11,115,134,"个人信息权利束指包括个人信息主体知情、决定、查询、更正、复制、删除等权能在内的一组权利集合.我国民法学界通常将权利束的性质理解为个人自主控制范式下的民事权利,并将其解释为个人信息权的具体权能.这种理解对个人信息权利束的性质和功能存在一定的误读.从权利性质看,个人信息权利束是国家履行积极保护义务、通过制度性保障对个人进行赋权的结果,本质是国家在""保护法""理念下赋予个人的保护手段和工具;从功能上看,个人信息权利束既是个人制衡信息处理者的工具,也是国家对数据处理者的规制策略.从国家保护和规制策略视角理解权利束的性质和功能,有助于更好地建构""保护法"" 理念下公正、透明、理性的数据治理公法秩序,促进数据治理体系的结构优化和能力提升.作为国家规制策略中的工具性权利,个人信息权利束的实践展开,首先需要注重程序正义下个体的知情、参与和双方的交涉促进,同时在分配正义下合理配置个人与信息处理者之间的权利义务,不断发展和提升国家的规制理性.",保护法;国家保护义务;工具性权利;个人信息权利束;规制策略,C,0,,法学三大刊论文/中国社会科学/国家保护视野中的个人信息权利束.pdf
982,国际会计准则的困境与财务报表的改进——马克思虚拟资本理论的视角,"周华[1];戴德明[1];刘俊海[2];叶建明[3,4]","中国人民大学商学院,北京100872",2017,3,4,25,美国次贷危机爆发以来，国际会计准则因具有严重的顺周期效应而备受指责。该准则下的财务报表混合列报会计数据和金融分析数据，导致财务报表的公益作用大为减弱。运用马克思虚拟资本理论的分析说明，公允价值会计和资产减值会计均有弊端。坚持“根据法律事实记账”的原则，采取“历史成本会计＋公允价值披露”的方式，在财务报表中区分法律事实和金融预期，是妥善解决企业财务报表遵循国内法律和兼顾国际趋同这一矛盾的可行之策。,国际会计准则;公允价值;虚拟资本;历史成本;法律事实,F832.4,0,,法学三大刊论文/中国社会科学/国际会计准则的困境与财务报表的改进——马克思虚拟资本理论的视角.pdf
983,国际法治的中国表达,何志鹏,,2015,10,159,169,国际法治的中国表达，即中国如何在国际事务的法治化进程中发表自身的观点、阐述自身的立场、呈现自己的主张、说明自己的实践、显示自身的存在、体现自身的参与。中国对于国际法治的方向与进程的表达是在国际关系中彰显中国观念和立场的重要部分，作为法治中国与国际法治互动的主要连接点，它不仅构成了国际关系与国际法律体系的重要方面，同时也是中国在迈向法治的发展进程中不能回避的问题。国际法治的中国表达与法治中国的世界表达（中国将一个崇尚法治、践行法治的形象展示和传递给全世界）是中国法治主动向国际法治施加影响的两个相互交叉的方面：国际法治的中国表达重在展示中国对于国际法治的态度和行动，法治中国的世界表达虽然也包含一部分涉及中国法治体系的国际法方面（如司法协助），但更主要地强调国内法治的建设，特别是立法、执法、司法等各个方面。,国际法治;中国观;法治化进程;法治中国;国际关系;司法协助;国际事务;法律体系,D921,32,,法学三大刊论文/中国社会科学/国际法治的中国表达.pdf
984,国际法的守正与创新——以全球治理体系变革的规范需求为视角,赵骏,"浙江大学光华法学院,杭州310008",2021,5,26,50,"国际法的理论与实践创新是内在于国际秩序演进史的历史性议题,也是全球治理时代亟待回应的现实性命题.在全球治理视野下,国际法守正与创新呈现出对立统一的辩证关系.国际法创新的起点是守正,即遵从国际法的现代性、崇尚国际法的价值性、遵循国际法的规律性.现阶段国际社会的动态发展促生新的规范需求,从而为国际法的创造性发展创造空间.推动国际法创新符合国际法发展的客观需求,也是我国维护国家利益的可行路径.国际法创新的思维模式应处理好时空联结、新旧传承和内外互动,国际法创新的路径应注重领域与层次的识别、规范模式的选择以及时机和成本的考量等维度.作为新兴大国,中国可在国际法创新中形成规范话语,引领规则创新,直面国际社会新生的规范需求,通过激活规则的有效性推进国际法治深入发展,展示中国的法治成就,通过推动中国国际法的理论和实践创新,为国际法治提供中国立场和方案.",两个大局;国际法治;守正创新;全球治理;规范需求,C,0,,法学三大刊论文/中国社会科学/国际法的守正与创新——以全球治理体系变革的规范需求为视角.pdf
985,国际贸易投资规则的再构建及中国的因应,石静霞[1],"对外经济贸易大学法学院教授,北京100029",2015,9,128,145,国际贸易投资规则的再构建正以前所未有的方式和路径迅速展开，双边、区域和诸边谈判成为新规则形成的重要平台。在实体内容上，新一代规则范围扩大、标准提高，反映了发达国家在全球价值链生产上的新需求。中国在全球经贸治理中应当从被动应对的规则执行者逐步成长为主动参与的规则引领者，积极参与新规则的构建，推动全球贸易投资自由化进程。结合国际经验和国内需求，中国参与规则构建并逐渐发挥引领作用的重要前提有两方面：对内通过实施自贸区战略、统一内外资法律等关键措施进一步深化国内改革；对外积极参与多边与双边、区域和诸边谈判、重视服务贸易和投资规则并密切关注新议题，实现国内法治与国际规则间的良性互动。,贸易投资规则;巨型RTAs;服务贸易;规制合作,F830.59,61,,法学三大刊论文/中国社会科学/国际贸易投资规则的再构建及中国的因应.pdf
986,在新的历史起点上推进中国特色法学体系构建,张文显[1],不详,2019,10,23,42,"在庆祝中华人民共和国成立70周年之际,站在全面建设社会主义现代化强国的历史方位,本文以回观过去、审视当下、面向未来的三重视野,反思中国法学的历史经验,把脉中国法学的时代课题,展望中国法学的发展趋势。",社会主义现代化强国;新的历史起点;历史方位;体系构建;三重视野;中国特色法学;时代课题;发展趋势,D92,0,,法学三大刊论文/中国社会科学/在新的历史起点上推进中国特色法学体系构建.pdf
987,地方政府的价值治理及其制度效能,周尚君,"西南政法大学行政法学院,重庆401120",2021,5,150,168,"凝聚共同的理想信念、价值理念、道德观念是我国国家制度和国家治理体系的显著优势.目前,对地方政府行为动因的既有解释,以""利益—权力""的技术分析代替了对制度的价值研究,无法有效说明地方政府的超经济行为逻辑,难以揭示中国共产党领导下国家治理绩效背后的深层机理和治理体系中的制度伦理.在组织结构上,党政结构中的地方政府、国家行政内的地方行政、中心工作下的价值评价导向,为地方政府的价值治理提供了坚强的组织制度依托.引入历史维度可以发现,地方政府的价值治理任务经历了从""团结目标""到""利益目标"",并迈向""综合目标""的渐变过程.地方政府增长激励是价值目标引领的结果,它将在目标调适中实现优化和转型.面对瞬息万变的风险治理格局,地方政府不仅亟须科学技术赋能,更需进一步优化价值动员机制,从提升组织内聚力出发,在价值目标吸纳、价值治理运作和价值协调反馈等方面加快实现制度升级,实现价值、制度、技术三个层面的治理能力提升.随着""综合目标""的不断丰富,地方政府将随之调适价值目标内涵,在价值吸纳和整合中提升价值体系的社会适应性,从而进一步集聚起价值治理的强大力量和可持续发展能力.",价值治理;组织结构;制度伦理;制度化,C,0,,法学三大刊论文/中国社会科学/地方政府的价值治理及其制度效能.pdf
